controller;battery;memory_avaliable;total_memory_avaliable
controller 87;79;51;1044
controller 87;79;46;942
controller 87;79;46;942
controller 72;90;70;1434
controller 72;89;70;1434
controller 72;89;70;1434
controller 72;89;67;1372
controller 72;89;75;1536
controller 72;89;72;1475
controller 72;89;72;1475
controller 72;89;72;1475
controller 83;92;81;1659
controller 83;92;79;1618
controller 83;92;79;1618
controller 83;92;79;1618
controller 98;84;95;1946
controller 98;84;95;1946
controller 87;79;62;1270
controller 87;79;64;1311
controller 87;78;65;1331
controller 87;78;65;1331
controller 57;94;100;2048
controller 57;94;100;2048
controller 57;94;96;1966
controller 57;94;96;1966
controller 57;94;96;1966
controller 57;94;93;1905
controller 57;94;89;1823
controller 57;94;89;1823
controller 83;91;87;1782
controller 83;90;87;1782
controller 87;78;62;1270
controller 87;78;65;1331
controller 87;78;75;1536
controller 87;78;75;1536
controller 87;77;77;1577
controller 87;77;78;1597
controller 87;77;80;1638
controller 87;77;86;1761
controller 87;77;86;1761
controller 87;77;86;1761
controller 87;77;80;1638
controller 87;77;85;1741
controller 87;77;78;1597
controller 87;77;82;1679
controller 87;77;82;1679
controller 87;77;82;1679
controller 87;76;82;1679
controller 87;76;82;1679
controller 87;75;82;1679
controller 87;75;82;1679
controller 87;73;72;1475
controller 87;73;72;1475
controller 87;73;72;1475
controller 87;73;78;1597
controller 87;73;78;1597
controller 87;73;90;1843
controller 87;73;90;1843
controller 87;73;90;1843
controller 83;88;62;1270
controller 83;88;61;1249
controller 83;88;62;1270
controller 83;88;62;1270
controller 83;87;52;1065
controller 83;87;52;1065
controller 83;87;57;1167
controller 83;87;57;1167
controller 83;87;53;1085
controller 83;86;53;1085
controller 83;86;53;1085
controller 83;86;62;1270
controller 83;86;63;1290
controller 83;86;67;1372
controller 83;86;67;1372
controller 83;86;64;1311
controller 83;86;44;901
controller 87;71;80;1638
controller 87;71;82;1679
controller 87;71;78;1597
controller 87;71;78;1597
controller 87;70;78;1597
controller 87;70;78;1597
controller 87;70;78;1597
controller 87;70;97;1987
controller 87;70;97;1987
controller 87;70;97;1987
controller 87;70;97;1987
