controller;battery;memory_avaliable;total_memory_avaliable
controller 34;96;85;1741
controller 34;96;85;1741
controller 34;96;82;1679
controller 34;96;82;1679
controller 34;96;82;1679
controller 34;96;82;1679
controller 34;96;81;1659
controller 34;96;82;1679
controller 34;96;82;1679
controller 24;92;72;92
controller 43;86;57;1167
controller 43;86;57;1167
controller 43;86;57;1167
controller 43;86;57;1167
controller 43;86;57;1167
controller 43;86;55;1126
controller 43;86;59;1208
controller 43;86;59;1208
controller 43;86;59;1208
controller 43;86;59;1208
controller 43;86;59;1208
controller 43;86;59;1208
controller 43;86;58;1188
controller 43;86;58;1188
controller 43;86;58;1188
controller 43;86;58;1188
controller 43;86;57;1167
controller 43;86;57;1167
controller 43;86;49;1004
controller 43;85;50;1024
controller 43;85;46;942
controller 43;85;46;942
controller 79;87;53;1085
controller 79;87;53;1085
controller 79;86;53;1085
controller 79;86;53;1085
controller 79;86;53;1085
controller 79;86;53;1085
controller 65;96;74;1516
controller 65;96;74;1516
controller 65;96;72;1475
controller 65;96;72;1475
controller 34;92;84;1720
controller 34;92;84;1720
controller 34;91;79;1618
controller 65;96;67;1372
controller 65;96;63;1290
controller 65;96;64;1311
controller 65;96;60;1229
controller 34;91;79;1618
controller 34;91;79;1618
controller 34;91;83;1700
controller 65;95;53;1085
controller 65;94;50;1024
controller 65;93;50;1024
controller 65;93;50;1024
controller 34;91;80;1638
controller 34;91;91;1864
controller 34;91;87;1782
controller 65;92;50;1024
controller 65;92;48;983
controller 65;92;47;963
controller 65;92;50;1024
controller 34;91;81;1659
controller 34;91;74;1516
controller 34;91;75;1536
controller 65;91;31;635
controller 65;91;31;635
controller 65;91;31;635
controller 34;91;82;1679
controller 34;90;80;1638
controller 34;90;80;1638
controller 34;90;80;1638
controller 65;91;28;573
controller 65;91;27;553
controller 65;91;26;532
controller 34;90;81;1659
controller 34;90;81;1659
controller 34;90;81;1659
controller 34;90;79;1618
controller 65;90;30;614
controller 65;90;36;737
controller 65;90;38;778
controller 43;85;59;1208
controller 43;85;59;1208
controller 34;90;82;1679
controller 34;90;82;1679
controller 34;90;82;1679
controller 62;72;63;1290
controller 62;72;63;1290
controller 62;71;63;1290
controller 43;85;71;1454
controller 43;85;72;1475
controller 43;85;72;1475
controller 34;90;82;1679
controller 34;90;82;1679
controller 43;85;73;1495
controller 43;85;73;1495
controller 43;85;73;1495
controller 43;85;73;1495
controller 43;85;73;1495
controller 43;85;70;1434
controller 43;85;70;1434
controller 43;85;70;1434
controller 43;85;78;1597
controller 43;85;82;1679
controller 43;85;82;1679
controller 43;85;82;1679
controller 43;85;77;1577
controller 91;88;76;389
controller 91;88;76;389
controller 91;88;77;394
controller 22;84;83;1700
controller 22;83;77;1577
controller 22;83;81;1659
controller 22;83;81;1659
controller 65;83;45;922
controller 65;83;45;922
controller 65;82;45;922
controller 43;85;61;1249
controller 43;85;60;1229
controller 43;85;58;1188
controller 22;83;67;1372
controller 22;83;67;1372
controller 22;83;67;1372
controller 22;83;67;1372
controller 43;85;67;1372
controller 43;85;67;1372
controller 43;85;71;1454
controller 22;82;69;1413
controller 22;82;87;1782
controller 75;85;77;1577
controller 75;85;77;1577
controller 75;85;72;1475
controller 43;84;73;1495
controller 43;84;73;1495
controller 43;84;73;1495
controller 43;84;75;1536
controller 75;84;86;1761
controller 75;84;86;1761
controller 75;84;86;1761
controller 43;83;74;1516
controller 43;83;69;1413
controller 43;83;64;1311
controller 43;83;64;1311
controller 75;81;88;1802
controller 75;81;88;1802
controller 75;81;85;1741
controller 43;83;71;1454
controller 43;83;73;1495
controller 43;83;73;1495
controller 75;81;85;1741
controller 75;81;85;1741
controller 75;81;85;1741
controller 75;81;85;1741
controller 43;83;71;1454
controller 43;83;71;1454
controller 43;83;71;1454
controller 75;80;81;1659
controller 75;80;81;1659
controller 75;80;81;1659
controller 75;80;81;1659
controller 43;83;71;1454
controller 43;83;71;1454
controller 43;83;71;1454
controller 75;79;80;1638
controller 75;79;80;1638
controller 75;79;87;1782
controller 43;83;75;1536
controller 43;83;75;1536
controller 43;83;74;1516
controller 43;83;74;1516
controller 75;79;91;1864
controller 75;79;89;1823
controller 75;79;83;1700
controller 43;83;83;1700
controller 43;83;76;1556
controller 43;83;76;1556
controller 43;83;67;1372
controller 75;78;86;1761
controller 75;78;85;1741
controller 75;78;85;1741
controller 43;83;63;1290
controller 43;83;68;1393
controller 43;83;65;1331
controller 75;78;86;1761
controller 75;77;87;1782
controller 75;77;87;1782
controller 75;77;89;1823
controller 43;83;81;1659
controller 43;83;81;1659
controller 43;83;76;1556
controller 75;75;86;1761
controller 75;75;91;1864
controller 75;75;86;1761
controller 75;75;86;1761
controller 43;83;89;1823
controller 43;83;89;1823
controller 43;83;89;1823
controller 75;75;84;1720
controller 75;75;84;1720
controller 75;75;84;1720
controller 43;83;80;1638
controller 43;83;80;1638
controller 43;83;79;1618
controller 43;83;85;1741
controller 75;75;89;1823
controller 75;75;89;1823
controller 75;75;91;1864
controller 43;83;72;1475
controller 43;83;73;1495
controller 43;83;73;1495
controller 43;83;73;1495
controller 75;75;84;1720
controller 75;75;84;1720
controller 75;75;84;1720
controller 43;83;87;1782
controller 43;83;87;1782
controller 43;83;87;1782
controller 75;75;80;1638
controller 75;75;80;1638
controller 75;74;80;1638
controller 75;74;81;1659
controller 43;83;82;1679
controller 43;83;82;1679
controller 43;83;81;1659
controller 75;74;83;1700
controller 75;74;83;1700
controller 75;74;82;1679
controller 75;74;82;1679
controller 43;83;84;1720
controller 43;83;84;1720
controller 43;83;86;1761
controller 75;74;79;1618
controller 75;74;78;1597
controller 75;74;78;1597
controller 43;83;85;1741
controller 43;83;91;1864
controller 43;83;81;1659
controller 43;82;84;1720
controller 75;73;63;1290
controller 75;73;66;1352
controller 75;73;66;1352
controller 43;82;84;1720
controller 43;81;84;1720
controller 43;81;82;1679
controller 43;80;82;1679
controller 75;72;62;1270
controller 75;72;62;1270
controller 75;72;62;1270
controller 65;69;2;41
controller 65;69;2;41
controller 65;69;1;20
controller 75;72;66;1352
controller 75;72;66;1352
controller 75;72;66;1352
controller 75;72;66;1352
controller 65;69;11;225
controller 65;68;11;225
controller 65;68;12;246
controller 75;72;69;1413
controller 75;71;72;1475
controller 75;71;72;1475
controller 75;71;72;1475
controller 43;80;84;1720
controller 22;80;61;1249
controller 22;80;62;1270
controller 22;80;64;1311
controller 22;79;67;1372
controller 75;69;87;1782
controller 75;69;94;1925
controller 75;69;94;1925
controller 22;79;52;1065
controller 22;79;52;1065
controller 22;79;43;881
controller 75;68;88;1802
controller 75;68;88;1802
controller 75;67;88;1802
controller 75;67;89;1823
controller 22;79;43;881
controller 22;79;33;676
controller 22;79;33;676
controller 75;65;87;1782
controller 75;65;86;1761
controller 75;65;83;1700
controller 75;65;80;1638
controller 22;79;32;655
controller 22;79;34;696
controller 22;79;34;696
controller 75;65;94;1925
controller 75;65;94;1925
controller 75;64;100;2048
controller 22;79;39;799
controller 22;78;39;799
controller 22;78;39;799
controller 22;78;40;819
controller 75;64;100;2048
controller 75;64;100;2048
controller 75;64;100;2048
controller 22;77;52;1065
controller 22;77;52;1065
controller 22;77;58;1188
controller 75;64;100;2048
controller 75;64;100;2048
controller 75;64;100;2048
controller 75;63;100;2048
controller 22;76;51;1044
controller 22;76;51;1044
controller 22;76;50;1024
controller 75;62;90;1843
controller 75;62;90;1843
controller 75;62;90;1843
controller 75;62;87;1782
controller 22;75;50;1024
controller 22;75;50;1024
controller 22;75;50;1024
controller 75;62;90;1843
controller 75;62;89;1823
controller 75;62;95;1946
controller 22;75;51;1044
controller 22;75;51;1044
controller 22;75;52;1065
controller 22;75;52;1065
controller 75;62;87;1782
controller 75;62;87;1782
controller 75;62;83;1700
controller 22;75;61;1249
controller 22;74;61;1249
controller 22;74;61;1249
controller 75;61;77;1577
controller 75;61;79;1618
controller 75;61;71;1454
controller 75;61;71;1454
controller 22;72;69;1413
controller 22;72;69;1413
controller 22;72;68;1393
controller 75;61;74;1516
controller 75;61;73;1495
controller 75;61;73;1495
controller 22;72;73;1495
controller 22;72;75;1536
controller 22;72;72;1475
controller 22;72;72;1475
controller 75;61;68;1393
controller 75;61;68;1393
controller 75;61;65;1331
controller 22;72;90;1843
controller 22;72;90;1843
controller 22;72;90;1843
controller 75;61;73;1495
controller 75;61;78;1597
controller 75;61;78;1597
controller 75;61;84;1720
controller 22;72;93;1905
controller 75;61;78;1597
controller 75;61;87;1782
controller 75;60;87;1782
controller 75;60;87;1782
controller 75;59;87;1782
controller 83;73;54;553
controller 83;73;54;553
controller 83;73;56;573
controller 83;73;56;573
controller 75;58;70;1434
controller 75;58;70;1434
controller 75;58;70;1434
controller 83;73;53;543
controller 83;73;54;553
controller 83;73;54;553
controller 75;58;67;1372
controller 75;58;67;1372
controller 75;58;67;1372
controller 75;73;44;451
controller 83;73;44;451
controller 83;73;44;451
controller 83;73;44;451
controller 75;58;83;1700
controller 75;57;83;1700
controller 75;57;83;1700
controller 83;73;48;492
controller 83;73;44;451
controller 83;73;44;451
controller 75;57;88;1802
controller 75;57;86;1761
controller 75;57;86;1761
controller 75;57;79;1618
controller 83;73;39;399
controller 83;73;37;379
controller 83;73;37;379
controller 75;57;68;1393
controller 75;57;68;1393
controller 75;57;79;1618
controller 83;72;45;461
controller 83;72;45;461
controller 83;71;45;461
controller 83;71;45;461
controller 75;56;77;1577
controller 75;56;77;1577
controller 75;56;77;1577
controller 83;71;50;512
controller 83;71;54;553
controller 83;71;54;553
controller 75;56;63;1290
controller 75;56;63;1290
controller 75;56;63;1290
controller 83;71;55;563
controller 83;71;53;543
controller 83;71;56;573
controller 83;71;56;573
controller 75;56;65;1331
controller 75;56;70;1434
controller 75;56;70;1434
controller 83;70;59;604
controller 83;70;63;645
controller 83;70;63;645
controller 75;56;60;1229
controller 75;56;65;1331
controller 75;56;65;1331
controller 75;56;65;1331
controller 83;70;65;666
controller 83;70;65;666
controller 83;70;73;748
controller 75;56;67;1372
controller 75;56;56;1147
controller 75;56;56;1147
controller 83;70;75;768
controller 83;70;75;768
controller 83;70;67;686
controller 83;70;64;655
controller 75;56;61;1249
controller 75;56;61;1249
controller 75;56;61;1249
controller 83;70;72;737
controller 83;70;72;737
controller 83;70;72;737
controller 75;55;68;1393
controller 75;54;71;1454
controller 75;54;74;1516
controller 83;69;73;748
controller 83;69;73;748
controller 83;69;73;748
controller 83;69;73;748
controller 75;54;63;1290
controller 75;54;64;1311
controller 75;54;63;1290
controller 83;68;79;809
controller 83;68;79;809
controller 83;68;79;809
controller 83;68;79;809
controller 75;54;71;1454
controller 75;53;73;1495
controller 75;53;79;1618
controller 83;68;88;901
controller 83;68;88;901
controller 83;68;88;901
controller 75;53;74;1516
controller 75;53;74;1516
controller 75;53;74;1516
controller 75;53;75;1536
controller 83;68;79;809
controller 83;68;68;696
controller 83;68;68;696
controller 75;53;72;1475
controller 75;52;75;1536
controller 75;52;75;1536
controller 83;68;65;666
controller 83;68;67;686
controller 83;68;67;686
controller 83;67;67;686
controller 75;52;72;1475
controller 75;51;73;1495
controller 75;51;73;1495
controller 83;66;74;758
controller 83;66;74;758
controller 83;65;74;758
controller 75;51;86;1761
controller 75;51;86;1761
controller 75;51;79;1618
controller 75;51;75;1536
controller 83;65;76;778
controller 83;65;76;778
controller 83;65;76;778
controller 75;51;74;1516
controller 75;50;74;1516
controller 75;50;74;1516
controller 83;65;71;727
controller 83;65;71;727
controller 83;65;71;727
controller 62;51;13;266
controller 62;51;13;266
controller 62;51;13;266
controller 62;51;13;266
controller 83;65;75;768
controller 83;65;77;788
controller 83;65;77;788
controller 62;51;13;266
controller 62;51;13;266
controller 62;51;13;266
controller 83;65;79;809
controller 83;65;85;870
controller 83;65;85;870
controller 83;65;82;840
controller 75;49;92;1884
controller 75;49;95;1946
controller 75;49;93;1905
controller 83;65;85;870
controller 83;65;85;870
controller 83;65;85;870
controller 62;51;23;471
controller 62;51;23;471
controller 62;51;18;369
controller 62;50;18;369
controller 83;65;82;840
controller 83;65;77;788
controller 83;64;77;788
controller 62;50;13;266
controller 62;50;13;266
controller 62;50;5;102
controller 83;64;80;819
controller 83;64;81;829
controller 83;64;81;829
controller 75;47;52;1065
controller 75;47;54;1106
controller 75;46;67;1372
controller 75;46;70;1434
controller 83;64;71;727
controller 83;63;67;686
controller 83;63;70;717
controller 75;46;73;1495
controller 75;46;78;1597
controller 75;46;78;1597
controller 83;63;68;696
controller 83;63;69;707
controller 83;63;69;707
controller 83;62;69;707
controller 75;46;77;1577
controller 75;46;77;1577
controller 75;46;76;1556
controller 83;62;47;481
controller 83;62;50;512
controller 83;62;50;512
controller 75;46;85;1741
controller 75;46;85;1741
controller 75;46;71;1454
controller 75;46;71;1454
controller 83;61;51;522
controller 83;61;61;625
controller 83;61;63;645
controller 75;45;67;1372
controller 75;45;67;1372
controller 75;45;70;1434
controller 83;61;64;655
controller 83;61;64;655
controller 83;61;64;655
controller 75;45;70;1434
controller 75;45;69;1413
controller 75;44;69;1413
controller 75;44;69;1413
controller 83;61;67;686
controller 83;61;61;625
controller 83;61;61;625
controller 75;44;71;1454
controller 75;44;73;1495
controller 75;43;73;1495
controller 83;60;61;625
controller 83;60;61;625
controller 83;60;61;625
controller 75;43;87;1782
controller 75;43;87;1782
controller 75;43;87;1782
controller 75;43;89;1823
controller 83;60;59;604
controller 83;60;66;676
controller 83;60;66;676
controller 75;43;87;1782
controller 75;43;87;1782
controller 75;43;87;1782
controller 83;60;77;788
controller 83;60;80;819
controller 83;60;82;840
controller 83;60;82;840
controller 75;43;84;1720
controller 75;43;84;1720
controller 75;43;78;1597
controller 83;60;83;850
controller 83;60;83;850
controller 83;60;84;860
controller 75;43;79;1618
controller 75;42;79;1618
controller 75;41;79;1618
controller 83;60;80;819
controller 83;60;80;819
controller 83;60;80;819
controller 83;60;80;819
controller 75;41;66;1352
controller 75;40;66;1352
controller 75;40;66;1352
controller 83;58;89;911
controller 83;58;89;911
controller 83;58;89;911
controller 75;40;71;1454
controller 75;40;77;1577
controller 75;40;78;1597
controller 83;58;92;942
controller 83;58;92;942
controller 83;57;93;952
controller 83;57;90;922
controller 75;40;84;1720
controller 75;40;86;1761
controller 75;40;86;1761
controller 83;57;89;911
controller 83;57;89;911
controller 83;56;89;911
controller 75;40;86;1761
controller 75;40;78;1597
controller 75;40;82;1679
controller 75;40;84;1720
controller 83;55;93;952
controller 83;55;93;952
controller 83;54;93;952
controller 75;40;83;1700
controller 75;40;83;1700
controller 75;40;83;1700
controller 65;11;16;328
controller 65;10;16;328
