controller;battery;memory_avaliable;total_memory_avaliable
controller 90;84;76;1556
controller 90;84;92;1884
controller 96;93;84;1720
controller 96;93;76;1556
controller 96;93;76;1556
controller 96;93;76;1556
controller 96;93;76;1556
controller 96;93;79;1618
controller 96;93;79;1618
controller 96;93;79;1618
controller 96;93;79;1618
controller 96;92;79;1618
controller 96;92;79;1618
controller 96;92;79;1618
controller 96;92;78;1597
controller 96;90;78;1597
controller 96;90;78;1597
controller 96;90;73;1495
controller 96;90;73;1495
controller 96;90;73;1495
controller 96;90;76;1556
controller 96;90;76;1556
controller 96;90;77;1577
controller 96;90;76;1556
controller 96;90;76;1556
controller 96;89;76;1556
controller 96;89;78;1597
controller 96;89;79;1618
controller 96;89;79;1618
controller 96;89;80;1638
controller 96;89;91;1864
controller 96;89;80;1638
controller 96;89;80;1638
controller 96;89;80;1638
controller 96;89;80;1638
controller 96;89;80;1638
controller 54;89;85;1741
controller 54;89;85;1741
controller 54;88;85;1741
controller 54;88;91;1864
controller 54;88;91;1864
controller 54;88;91;1864
controller 54;88;91;1864
controller 54;88;84;1720
controller 54;88;82;1679
controller 54;88;82;1679
controller 54;88;73;1495
controller 54;88;80;1638
controller 54;88;79;1618
controller 54;88;79;1618
controller 54;88;93;1905
controller 54;88;90;1843
controller 54;88;92;1884
controller 54;87;92;1884
controller 54;86;93;1905
controller 54;86;94;1925
controller 54;86;94;1925
controller 54;86;88;1802
controller 54;86;88;1802
controller 54;86;85;1741
controller 54;85;84;1720
controller 90;82;51;1044
controller 90;82;51;1044
controller 90;82;62;1270
controller 90;82;62;1270
controller 90;82;62;1270
controller 90;82;62;1270
controller 90;82;62;1270
controller 90;82;61;1249
controller 90;82;62;1270
controller 90;82;62;1270
controller 90;82;59;1208
controller 90;82;57;1167
controller 90;81;57;1167
controller 90;81;54;1106
controller 90;81;51;1044
controller 90;80;51;1044
controller 90;80;51;1044
controller 90;80;51;1044
controller 90;80;52;1065
controller 90;80;52;1065
controller 90;80;51;1044
controller 90;80;61;1249
controller 90;80;71;1454
controller 90;80;70;1434
controller 90;79;74;1516
controller 90;79;75;1536
controller 90;79;75;1536
controller 90;79;80;1638
controller 90;79;81;1659
controller 54;83;60;1229
controller 54;82;57;1167
controller 54;82;56;1147
controller 54;82;57;1167
controller 54;82;58;1188
controller 96;84;82;1679
controller 96;84;84;1720
controller 96;84;83;1700
controller 96;84;83;1700
controller 96;84;80;1638
controller 96;84;82;1679
controller 96;84;82;1679
controller 96;83;82;1679
controller 96;83;74;1516
controller 96;83;74;1516
controller 96;83;77;1577
controller 96;83;78;1597
controller 96;82;86;1761
controller 96;82;86;1761
controller 96;82;84;1720
controller 96;82;79;1618
controller 96;82;80;1638
controller 96;82;80;1638
controller 96;82;80;1638
controller 96;82;70;1434
controller 90;76;81;1659
controller 90;76;81;1659
controller 90;76;81;1659
controller 90;76;79;1618
controller 90;76;81;1659
controller 90;76;82;1679
controller 90;76;80;1638
controller 90;76;80;1638
controller 90;76;64;1311
controller 90;76;64;1311
controller 90;76;64;1311
controller 90;76;64;1311
controller 90;76;67;1372
controller 90;75;67;1372
controller 90;75;70;1434
controller 90;75;70;1434
controller 90;75;70;1434
controller 90;75;70;1434
controller 90;75;61;1249
controller 90;75;68;1393
controller 90;75;69;1413
controller 90;75;62;1270
controller 90;75;62;1270
controller 90;74;62;1270
controller 90;74;64;1311
controller 90;74;64;1311
controller 90;74;64;1311
controller 90;73;75;1536
controller 90;73;75;1536
controller 90;73;75;1536
controller 90;73;69;1413
controller 90;73;69;1413
controller 90;73;70;1434
controller 90;73;70;1434
controller 90;72;69;1413
controller 96;81;83;1700
controller 96;81;82;1679
controller 90;70;76;1556
controller 90;70;95;1946
controller 90;70;98;2007
controller 90;70;98;2007
controller 90;70;100;2048
controller 90;70;100;2048
controller 90;70;100;2048
controller 90;70;99;2028
controller 90;70;92;1884
controller 90;70;92;1884
controller 90;70;94;1925
controller 90;70;94;1925
controller 90;70;94;1925
controller 90;69;93;1905
controller 90;69;93;1905
controller 90;69;81;1659
controller 96;81;73;1495
controller 96;81;74;1516
controller 96;81;74;1516
controller 96;81;79;1618
controller 96;81;79;1618
controller 96;81;79;1618
controller 96;80;79;1618
controller 96;80;78;1597
controller 96;79;78;1597
controller 96;79;79;1618
controller 90;68;87;1782
controller 90;68;86;1761
controller 90;68;86;1761
controller 82;75;89;911
controller 82;75;89;911
controller 82;75;89;911
controller 82;75;89;911
controller 82;75;87;891
controller 82;75;87;891
controller 96;78;61;1249
controller 96;77;61;1249
controller 96;77;61;1249
controller 96;77;64;1311
controller 96;77;64;1311
controller 96;77;65;1331
controller 96;77;74;1516
controller 96;77;74;1516
controller 96;76;75;1536
controller 96;76;75;1536
controller 96;76;72;1475
controller 96;76;70;1434
controller 96;75;72;1475
controller 96;75;89;1823
controller 96;75;83;1700
controller 96;75;84;1720
controller 96;75;79;1618
controller 96;75;79;1618
controller 96;75;75;1536
controller 96;75;75;1536
controller 96;74;75;1536
controller 96;74;86;1761
controller 96;74;86;1761
controller 96;74;86;1761
controller 96;74;86;1761
controller 96;74;83;1700
controller 96;74;82;1679
controller 96;73;81;1659
controller 96;73;81;1659
controller 96;73;81;1659
controller 96;72;80;1638
controller 96;72;84;1720
controller 90;68;95;1946
controller 90;68;99;2028
controller 90;68;99;2028
controller 90;68;99;2028
controller 90;68;96;1966
controller 90;68;96;1966
controller 90;68;90;1843
controller 90;68;90;1843
controller 90;68;93;1905
controller 90;68;94;1925
controller 90;68;95;1946
controller 90;67;98;2007
controller 90;67;98;2007
controller 90;67;95;1946
controller 90;66;95;1946
controller 96;70;80;1638
controller 96;70;80;1638
controller 96;70;84;1720
controller 96;69;84;1720
controller 96;69;84;1720
controller 90;66;97;1987
controller 90;66;97;1987
controller 90;66;96;1966
controller 90;66;96;1966
controller 90;66;96;1966
controller 90;66;95;1946
controller 90;66;97;1987
controller 90;66;97;1987
controller 90;66;86;1761
controller 90;65;94;1925
controller 90;65;94;1925
controller 90;65;98;2007
controller 90;65;98;2007
controller 90;65;88;1802
controller 90;65;88;1802
controller 90;65;88;1802
controller 90;65;88;1802
controller 90;65;88;1802
controller 90;65;88;1802
controller 90;65;85;1741
controller 90;65;85;1741
controller 90;65;84;1720
controller 90;65;86;1761
controller 90;65;92;1884
controller 90;65;90;1843
controller 90;65;90;1843
controller 90;65;90;1843
controller 90;65;90;1843
controller 90;65;88;1802
controller 90;64;88;1802
controller 90;64;86;1761
controller 90;64;82;1679
controller 90;64;82;1679
controller 90;64;82;1679
controller 90;64;83;1700
controller 90;64;79;1618
controller 90;64;79;1618
controller 90;63;72;1475
controller 90;63;72;1475
controller 90;63;69;1413
controller 90;63;69;1413
controller 96;64;73;1495
controller 96;64;78;1597
controller 90;63;67;1372
controller 90;63;67;1372
controller 82;73;77;788
controller 82;73;77;788
controller 82;73;77;788
controller 82;73;77;788
controller 81;48;91;1864
controller 81;48;86;1761
controller 81;48;87;1782
controller 81;47;87;1782
controller 81;47;87;1782
controller 81;47;87;1782
controller 81;47;87;1782
controller 81;47;87;1782
controller 81;47;87;1782
controller 90;63;85;1741
controller 90;63;85;1741
controller 90;63;85;1741
controller 90;63;90;1843
controller 90;63;92;1884
controller 90;63;92;1884
controller 90;63;92;1884
controller 90;63;92;1884
controller 96;64;80;1638
controller 96;64;80;1638
controller 96;64;91;1864
controller 96;63;87;1782
controller 96;63;86;1761
controller 96;63;86;1761
controller 96;63;85;1741
controller 96;63;85;1741
controller 96;63;85;1741
controller 90;62;95;1946
controller 90;62;98;2007
controller 90;62;95;1946
controller 90;62;95;1946
controller 90;62;95;1946
controller 90;62;96;1966
controller 90;62;89;1823
controller 90;62;89;1823
controller 90;62;86;1761
controller 90;62;86;1761
controller 90;62;86;1761
controller 90;62;86;1761
controller 90;62;86;1761
controller 90;62;86;1761
controller 90;62;82;1679
controller 90;62;82;1679
controller 90;62;82;1679
controller 90;62;82;1679
controller 90;62;71;1454
controller 90;62;71;1454
controller 90;62;68;1393
controller 90;62;68;1393
controller 90;62;64;1311
controller 82;69;87;891
controller 82;69;91;932
controller 82;69;86;881
controller 82;69;86;881
controller 82;69;82;840
controller 82;69;82;840
controller 82;69;80;819
controller 76;64;83;850
controller 76;64;81;829
controller 90;62;70;1434
controller 90;62;70;1434
controller 90;62;71;1454
controller 90;62;69;1413
controller 90;62;76;1556
controller 90;62;76;1556
controller 90;62;76;1556
controller 90;62;77;1577
controller 90;62;77;1577
controller 96;60;73;1495
controller 96;60;72;1475
controller 96;60;76;1556
controller 96;60;81;1659
controller 96;60;76;1556
controller 96;59;80;1638
controller 96;59;80;1638
controller 96;59;80;1638
controller 90;61;95;1946
controller 90;61;94;1925
controller 90;61;94;1925
controller 90;61;94;1925
controller 90;61;94;1925
controller 90;60;94;1925
controller 90;60;94;1925
controller 90;60;94;1925
controller 90;60;94;1925
controller 90;60;94;1925
controller 90;60;93;1905
controller 90;60;88;1802
controller 90;60;88;1802
controller 90;60;88;1802
controller 90;60;88;1802
controller 90;60;84;1720
controller 90;60;84;1720
controller 90;60;86;1761
controller 90;60;86;1761
controller 90;60;86;1761
controller 90;60;91;1864
controller 90;59;91;1864
controller 90;59;91;1864
controller 96;56;88;1802
controller 96;56;91;1864
controller 96;56;91;1864
controller 96;56;91;1864
controller 96;56;91;1864
controller 96;56;88;1802
controller 96;56;83;1700
controller 96;56;82;1679
controller 96;56;82;1679
controller 96;56;82;1679
controller 96;56;81;1659
controller 96;55;72;1475
controller 96;55;72;1475
controller 96;55;72;1475
controller 90;59;85;1741
controller 90;59;87;1782
controller 90;59;88;1802
controller 90;59;88;1802
controller 90;59;87;1782
controller 90;59;87;1782
controller 90;59;88;1802
controller 90;59;90;1843
controller 90;59;91;1864
controller 90;59;91;1864
controller 81;41;56;1147
controller 81;40;56;1147
controller 96;55;87;1782
controller 96;55;87;1782
controller 96;55;85;1741
controller 96;55;80;1638
controller 96;55;87;1782
controller 90;57;93;1905
controller 90;57;93;1905
controller 90;56;94;1925
controller 90;56;78;1597
controller 90;56;74;1516
controller 90;56;74;1516
controller 90;56;75;1536
controller 90;56;62;1270
controller 90;56;62;1270
controller 58;55;80;1638
controller 58;55;79;1618
controller 58;55;69;1413
controller 58;55;69;1413
controller 58;55;69;1413
controller 58;55;69;1413
controller 90;56;60;1229
controller 90;56;60;1229
controller 90;56;60;1229
controller 90;56;60;1229
controller 90;56;62;1270
controller 90;56;61;1249
controller 90;56;63;1290
controller 90;56;63;1290
controller 90;56;57;1167
controller 90;56;58;1188
controller 90;56;37;758
controller 96;53;76;1556
controller 96;53;76;1556
controller 96;53;76;1556
controller 96;53;76;1556
controller 96;52;72;1475
controller 96;52;78;1597
controller 96;52;89;1823
controller 96;52;88;1802
controller 90;56;51;1044
controller 90;56;54;1106
controller 90;56;59;1208
controller 90;56;59;1208
controller 54;57;70;1434
controller 54;57;66;1352
controller 54;57;71;1454
controller 54;56;71;1454
controller 54;56;76;1556
controller 54;56;86;1761
controller 54;56;86;1761
controller 54;56;86;1761
controller 54;56;83;1700
controller 54;56;87;1782
controller 90;54;75;1536
controller 90;54;75;1536
controller 90;54;75;1536
controller 90;54;75;1536
controller 90;54;82;1679
controller 90;54;82;1679
controller 90;54;82;1679
controller 90;54;81;1659
controller 90;54;81;1659
controller 90;54;80;1638
controller 90;54;82;1679
controller 90;54;84;1720
controller 90;54;84;1720
controller 90;54;84;1720
controller 90;54;85;1741
controller 90;54;85;1741
controller 90;54;85;1741
controller 90;54;85;1741
controller 90;54;83;1700
controller 90;54;83;1700
controller 90;54;85;1741
controller 90;54;88;1802
controller 90;54;89;1823
controller 90;54;89;1823
controller 90;54;87;1782
controller 90;54;87;1782
controller 90;54;87;1782
controller 90;54;84;1720
controller 90;54;83;1700
controller 90;54;83;1700
controller 76;61;88;901
controller 76;61;95;973
controller 90;54;81;1659
controller 90;54;86;1761
controller 90;54;89;1823
controller 90;53;89;1823
controller 90;52;89;1823
controller 90;52;89;1823
controller 90;52;89;1823
controller 90;51;69;1413
controller 90;51;69;1413
controller 90;51;70;1434
controller 90;51;70;1434
controller 90;51;70;1434
controller 90;51;70;1434
controller 90;51;70;1434
controller 90;51;70;1434
controller 90;51;72;1475
controller 90;50;66;1352
controller 90;49;69;1413
controller 90;48;69;1413
controller 90;47;73;1495
controller 90;47;60;1229
controller 90;47;58;1188
controller 90;47;58;1188
controller 96;49;72;1475
controller 96;49;72;1475
controller 96;49;72;1475
controller 96;49;76;1556
controller 96;49;79;1618
controller 90;47;53;1085
controller 90;47;53;1085
controller 81;33;67;1372
controller 81;32;67;1372
controller 81;32;67;1372
controller 59;54;81;829
controller 59;54;76;778
controller 58;46;84;1720
controller 58;46;84;1720
controller 58;46;84;1720
controller 58;46;81;1659
controller 58;46;81;1659
controller 58;45;81;1659
controller 58;45;81;1659
controller 58;45;81;1659
controller 90;46;63;1290
controller 90;46;63;1290
controller 90;46;63;1290
controller 90;46;63;1290
controller 90;46;66;1352
controller 90;46;61;1249
controller 90;45;59;1208
controller 90;45;61;1249
controller 90;45;66;1352
controller 90;45;63;1290
controller 90;45;63;1290
controller 90;45;63;1290
controller 90;45;69;1413
controller 90;45;74;1516
controller 90;45;81;1659
controller 90;45;85;1741
controller 90;45;85;1741
controller 90;45;83;1700
controller 90;45;83;1700
controller 90;45;80;1638
controller 82;51;40;410
controller 82;51;40;410
controller 96;47;73;1495
controller 96;47;74;1516
controller 96;47;90;1843
controller 90;45;82;1679
controller 90;45;85;1741
controller 90;44;85;1741
controller 90;44;85;1741
controller 90;43;85;1741
controller 90;43;90;1843
controller 90;43;90;1843
controller 90;43;90;1843
controller 90;43;90;1843
controller 90;43;86;1761
controller 90;43;86;1761
controller 90;43;80;1638
controller 90;43;75;1536
controller 90;43;79;1618
controller 90;43;80;1638
controller 90;43;85;1741
controller 90;43;80;1638
controller 90;43;80;1638
controller 90;43;80;1638
controller 90;43;80;1638
controller 90;43;86;1761
controller 90;43;86;1761
controller 90;43;84;1720
controller 90;43;84;1720
controller 90;43;86;1761
controller 90;43;86;1761
controller 96;44;84;1720
controller 96;44;76;1556
controller 96;44;76;1556
controller 96;44;79;1618
controller 96;44;79;1618
controller 96;44;81;1659
controller 96;44;81;1659
controller 82;49;87;891
controller 82;49;87;891
controller 82;49;87;891
controller 82;49;87;891
controller 82;49;86;881
controller 82;49;86;881
controller 82;49;86;881
controller 82;49;86;881
controller 82;49;78;799
controller 90;41;61;1249
controller 90;41;72;1475
controller 90;41;72;1475
controller 90;41;75;1536
