controller;battery;memory_avaliable;total_memory_avaliable
controller 16;95;89;1823
controller 16;95;89;1823
controller 16;94;90;1843
controller 16;94;90;1843
controller 16;93;90;1843
controller 16;93;87;1782
controller 16;92;87;1782
controller 16;92;82;1679
controller 16;92;82;1679
controller 16;92;82;1679
controller 16;92;85;1741
controller 16;92;92;1884
controller 16;92;92;1884
controller 16;92;93;1905
controller 16;91;88;1802
controller 16;91;88;1802
controller 16;91;91;1864
controller 16;91;91;1864
controller 16;91;91;1864
controller 16;91;91;1864
controller 16;91;96;1966
controller 16;90;98;2007
controller 16;90;94;1925
controller 16;90;95;1946
controller 16;90;98;2007
controller 16;90;98;2007
controller 16;89;98;2007
controller 16;89;100;2048
controller 16;88;100;2048
controller 50;74;100;2048
controller 50;74;100;2048
controller 50;73;100;2048
controller 50;73;100;2048
controller 50;73;100;2048
controller 50;73;99;2028
controller 50;72;99;2028
controller 50;72;100;2048
controller 50;72;100;2048
controller 50;72;100;2048
controller 50;72;100;2048
controller 50;72;100;2048
controller 50;72;100;2048
controller 50;71;100;2048
controller 50;71;100;2048
controller 50;71;93;1905
controller 50;71;93;1905
controller 50;71;100;2048
controller 50;70;99;2028
controller 50;70;99;2028
controller 50;70;99;2028
controller 50;70;97;1987
controller 50;70;97;1987
controller 50;70;97;1987
controller 50;70;97;1987
controller 50;70;97;1987
controller 16;84;60;1229
controller 16;84;58;1188
controller 16;84;74;1516
controller 16;84;74;1516
controller 16;84;74;1516
controller 16;84;74;1516
controller 16;84;74;1516
controller 16;84;74;1516
controller 42;91;79;809
controller 42;91;80;819
controller 42;91;80;819
controller 42;91;80;819
controller 42;90;89;911
controller 42;89;84;860
controller 35;69;78;1597
controller 35;69;78;1597
controller 35;69;78;1597
controller 3;93;51;522
controller 3;93;51;522
controller 3;93;42;430
controller 3;93;42;430
controller 3;93;42;430
controller 89;89;78;1597
controller 89;89;78;1597
controller 89;89;81;1659
controller 89;89;81;1659
controller 29;62;95;1946
controller 29;62;94;1925
controller 29;62;94;1925
controller 29;62;93;1905
controller 29;62;94;1925
controller 29;62;85;1741
controller 29;62;82;1679
controller 29;61;82;1679
controller 16;80;58;1188
controller 16;80;58;1188
controller 16;80;58;1188
controller 16;80;58;1188
controller 16;80;58;1188
controller 16;80;57;1167
controller 16;80;51;1044
controller 16;80;38;778
controller 31;90;47;60
controller 31;90;47;60
controller 31;90;48;61
controller 31;90;48;61
controller 31;90;47;60
controller 31;90;47;60
controller 31;90;49;63
controller 31;90;49;63
controller 31;90;49;63
controller 31;90;49;63
controller 31;90;49;63
controller 31;90;48;61
controller 31;90;48;61
controller 31;90;47;60
controller 31;90;47;60
controller 31;90;47;60
controller 31;90;45;58
controller 31;90;42;54
controller 31;90;42;54
controller 31;90;49;63
controller 31;90;49;63
controller 31;90;53;68
controller 31;90;53;68
controller 31;90;52;67
controller 31;90;56;72
controller 31;90;56;72
controller 31;90;56;72
controller 31;90;69;88
controller 31;90;69;88
controller 31;90;70;90
controller 31;90;73;93
controller 31;90;62;79
controller 31;90;76;97
controller 31;90;76;97
controller 31;90;76;97
controller 31;90;76;97
controller 31;90;70;90
controller 31;90;70;90
controller 31;90;70;90
controller 31;90;70;90
controller 50;61;53;1085
controller 50;61;53;1085
controller 50;61;53;1085
controller 50;61;53;1085
controller 50;61;53;1085
controller 50;60;53;1085
controller 50;60;53;1085
controller 2;66;52;532
controller 2;66;59;604
controller 2;66;63;645
controller 2;66;63;645
controller 76;85;92;471
controller 76;85;92;471
controller 76;85;94;481
controller 76;85;94;481
controller 76;85;93;476
controller 76;85;93;476
controller 76;85;93;476
controller 76;85;90;461
controller 76;85;93;476
controller 76;85;93;476
controller 76;85;93;476
controller 76;85;88;451
controller 76;85;86;440
controller 76;84;92;471
controller 76;84;92;471
controller 50;55;57;1167
controller 50;54;57;1167
controller 50;54;57;1167
controller 50;53;57;1167
controller 50;53;57;1167
controller 50;53;57;1167
controller 50;53;57;1167
controller 50;53;62;1270
controller 50;53;60;1229
controller 50;53;65;1331
controller 50;53;69;1413
controller 50;53;69;1413
controller 50;53;66;1352
controller 50;52;64;1311
controller 50;52;64;1311
controller 50;52;67;1372
controller 50;52;68;1393
controller 50;52;66;1352
controller 50;52;64;1311
controller 50;52;68;1393
controller 50;51;68;1393
controller 50;51;68;1393
controller 50;50;65;1331
controller 50;50;65;1331
controller 50;50;65;1331
controller 50;50;65;1331
controller 50;50;65;1331
controller 50;50;65;1331
controller 50;49;65;1331
controller 50;49;66;1352
controller 50;49;66;1352
controller 50;49;66;1352
controller 50;49;63;1290
controller 50;48;57;1167
controller 50;48;57;1167
controller 50;48;57;1167
controller 50;48;57;1167
controller 50;47;71;1454
controller 50;46;71;1454
controller 50;46;69;1413
controller 50;46;68;1393
controller 50;46;70;1434
controller 50;46;71;1454
controller 50;45;63;1290
controller 50;45;65;1331
controller 50;45;65;1331
controller 50;45;65;1331
controller 50;45;65;1331
controller 50;45;70;1434
controller 50;44;70;1434
controller 50;44;70;1434
controller 50;44;70;1434
controller 50;44;70;1434
controller 50;44;75;1536
controller 50;44;75;1536
controller 50;43;75;1536
controller 50;43;77;1577
controller 50;43;74;1516
controller 50;42;74;1516
controller 50;41;74;1516
controller 50;41;74;1516
controller 50;41;74;1516
controller 50;41;74;1516
controller 50;41;74;1516
controller 50;40;74;1516
controller 50;40;69;1413
controller 50;40;69;1413
controller 50;40;65;1331
controller 50;40;63;1290
controller 50;40;61;1249
controller 50;40;62;1270
controller 50;40;71;1454
controller 50;40;75;1536
controller 50;40;74;1516
controller 50;39;74;1516
controller 50;39;76;1556
controller 50;39;76;1556
controller 50;39;76;1556
controller 50;39;76;1556
controller 50;39;76;1556
controller 50;39;76;1556
controller 50;38;77;1577
controller 50;38;77;1577
controller 50;38;83;1700
controller 89;84;66;1352
controller 89;84;64;1311
controller 89;84;66;1352
controller 89;84;69;1413
controller 89;84;77;1577
controller 89;84;84;1720
controller 89;84;84;1720
controller 89;84;80;1638
controller 89;84;80;1638
controller 89;84;80;1638
controller 89;84;80;1638
controller 89;83;84;1720
controller 89;83;80;1638
controller 21;45;81;829
controller 21;45;81;829
controller 21;45;88;901
controller 21;45;88;901
controller 21;45;87;891
controller 21;45;87;891
controller 21;45;85;870
controller 50;38;99;2028
controller 50;38;99;2028
controller 50;38;99;2028
controller 30;58;81;207
controller 30;58;81;207
controller 30;57;81;207
controller 62;55;85;218
controller 62;54;80;205
controller 62;54;80;205
controller 62;53;80;205
controller 62;53;80;205
controller 62;52;79;202
controller 62;51;79;202
controller 99;57;89;911
controller 99;57;89;911
controller 99;57;89;911
controller 2;61;51;522
