controller;battery;memory_avaliable;total_memory_avaliable
controller 96;75;79;1618
controller 96;75;79;1618
controller 96;75;79;1618
controller 96;75;79;1618
controller 96;75;82;1679
controller 96;75;82;1679
controller 96;75;66;1352
controller 96;75;72;1475
controller 96;75;72;1475
controller 96;75;64;1311
controller 96;75;63;1290
controller 96;75;63;1290
controller 96;74;66;1352
controller 96;74;71;1454
controller 96;74;69;1413
controller 96;74;70;1434
controller 96;74;51;1044
controller 96;74;51;1044
controller 96;74;52;1065
controller 96;74;56;1147
controller 96;74;70;1434
controller 96;74;71;1454
controller 96;74;70;1434
controller 96;74;70;1434
controller 96;74;71;1454
controller 96;74;71;1454
controller 96;73;71;1454
controller 96;73;71;1454
controller 96;73;71;1454
controller 96;73;70;1434
controller 96;72;75;1536
controller 96;72;73;1495
controller 96;72;73;1495
controller 96;72;73;1495
controller 96;71;73;1495
controller 96;70;76;1556
controller 96;70;76;1556
controller 96;70;76;1556
controller 96;70;79;1618
controller 96;69;79;1618
controller 96;69;80;1638
controller 96;69;80;1638
controller 96;69;80;1638
controller 96;69;81;1659
controller 96;69;81;1659
controller 96;69;81;1659
controller 96;69;79;1618
controller 96;69;83;1700
controller 96;69;83;1700
controller 96;69;83;1700
controller 96;69;83;1700
controller 96;69;76;1556
controller 96;69;76;1556
controller 96;69;76;1556
controller 96;69;76;1556
controller 96;69;76;1556
controller 96;69;81;1659
controller 96;68;81;1659
controller 96;68;81;1659
controller 96;68;76;1556
controller 96;68;74;1516
controller 96;68;74;1516
controller 96;68;74;1516
controller 96;68;74;1516
controller 96;68;74;1516
controller 96;68;74;1516
controller 96;68;74;1516
controller 96;68;63;1290
controller 96;68;66;1352
controller 96;67;62;1270
controller 96;67;69;1413
controller 96;67;77;1577
controller 96;67;77;1577
controller 96;67;79;1618
controller 96;67;85;1741
controller 96;67;85;1741
controller 96;67;84;1720
controller 96;67;84;1720
controller 96;67;84;1720
controller 96;67;84;1720
controller 96;67;84;1720
controller 96;67;84;1720
controller 96;67;72;1475
controller 96;67;72;1475
controller 96;67;71;1454
controller 96;66;68;1393
controller 96;66;68;1393
controller 96;66;68;1393
controller 96;66;68;1393
controller 96;66;68;1393
controller 96;66;66;1352
controller 96;65;66;1352
controller 96;65;66;1352
controller 96;65;66;1352
controller 96;65;66;1352
controller 96;65;69;1413
controller 96;65;75;1536
controller 96;64;75;1536
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;85;1741
controller 96;64;86;1761
controller 96;64;86;1761
controller 96;64;86;1761
controller 96;64;86;1761
controller 96;64;88;1802
controller 96;64;95;1946
controller 96;64;95;1946
controller 96;64;95;1946
controller 96;64;95;1946
controller 96;64;95;1946
controller 96;63;87;1782
controller 96;63;93;1905
controller 96;63;93;1905
controller 96;63;93;1905
controller 96;63;90;1843
controller 96;63;88;1802
controller 96;63;88;1802
controller 96;63;87;1782
controller 96;63;87;1782
controller 96;63;90;1843
controller 96;63;89;1823
controller 96;63;90;1843
controller 96;63;90;1843
controller 96;63;90;1843
controller 96;63;87;1782
controller 96;63;87;1782
controller 96;63;87;1782
controller 96;63;87;1782
controller 96;63;85;1741
controller 96;63;81;1659
controller 96;63;81;1659
controller 96;63;81;1659
controller 96;63;77;1577
controller 96;63;82;1679
controller 96;63;83;1700
controller 96;63;81;1659
controller 96;62;79;1618
controller 96;62;79;1618
controller 96;62;79;1618
controller 96;62;79;1618
controller 96;62;79;1618
controller 96;62;79;1618
controller 96;62;48;983
controller 96;62;46;942
controller 96;62;46;942
controller 96;62;46;942
controller 96;62;46;942
controller 96;62;46;942
controller 96;62;38;778
controller 96;62;38;778
controller 96;62;38;778
controller 96;61;39;799
controller 96;61;39;799
controller 96;61;39;799
controller 96;61;39;799
controller 96;61;39;799
controller 96;60;40;819
controller 96;60;40;819
controller 96;60;40;819
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;39;799
controller 96;60;38;778
controller 96;60;38;778
controller 96;60;53;1085
controller 96;60;53;1085
controller 96;60;60;1229
controller 96;60;60;1229
controller 96;60;61;1249
controller 96;60;61;1249
controller 96;60;61;1249
controller 96;60;62;1270
controller 96;60;62;1270
controller 96;60;63;1290
controller 96;60;63;1290
controller 96;60;63;1290
controller 96;59;63;1290
controller 96;58;62;1270
controller 96;58;59;1208
controller 96;58;60;1229
controller 96;58;55;1126
controller 96;57;55;1126
controller 96;57;56;1147
controller 96;57;76;1556
controller 96;57;76;1556
controller 96;57;76;1556
controller 96;57;77;1577
controller 96;56;77;1577
controller 96;56;77;1577
controller 96;56;77;1577
controller 96;56;73;1495
controller 96;56;73;1495
controller 96;56;73;1495
controller 96;56;75;1536
controller 96;56;78;1597
controller 96;56;79;1618
controller 96;56;85;1741
controller 96;56;88;1802
controller 96;56;88;1802
controller 96;56;87;1782
controller 96;56;87;1782
controller 96;56;87;1782
controller 96;56;82;1679
controller 96;56;82;1679
controller 96;56;86;1761
controller 96;56;86;1761
controller 96;56;86;1761
controller 96;56;80;1638
controller 96;56;88;1802
controller 96;55;88;1802
controller 96;55;88;1802
controller 96;55;85;1741
controller 96;55;85;1741
controller 96;55;92;1884
controller 96;55;92;1884
controller 96;55;92;1884
controller 96;55;92;1884
controller 96;55;92;1884
controller 96;55;92;1884
controller 96;55;92;1884
controller 96;54;92;1884
controller 96;54;89;1823
controller 96;54;89;1823
controller 96;54;89;1823
controller 84;80;27;553
controller 84;80;27;553
controller 84;80;27;553
controller 84;80;27;553
controller 84;80;29;594
controller 84;80;27;553
