controller;battery;memory_avaliable;total_memory_avaliable
controller 49;94;88;901
controller 49;94;88;901
controller 49;94;93;952
controller 49;94;86;881
controller 49;94;88;901
controller 49;94;88;901
controller 49;93;91;932
controller 49;93;89;911
controller 49;93;87;891
controller 49;93;87;891
controller 49;93;80;819
controller 49;93;80;819
controller 49;93;83;850
controller 49;93;83;850
controller 49;93;84;860
controller 49;93;83;850
controller 49;93;84;860
controller 49;93;84;860
controller 49;93;84;860
controller 49;93;84;860
controller 49;93;84;860
controller 49;93;84;860
controller 49;93;78;799
controller 49;93;78;799
controller 49;93;78;799
controller 49;93;78;799
controller 49;93;78;799
controller 49;93;78;799
controller 49;93;78;799
controller 49;93;78;799
controller 49;93;77;788
controller 49;93;73;748
controller 49;92;72;737
controller 49;92;72;737
controller 49;92;89;911
controller 49;91;89;911
controller 49;91;89;911
controller 49;91;82;840
controller 49;91;86;881
controller 49;91;86;881
controller 49;91;86;881
controller 49;91;86;881
controller 49;91;76;778
controller 49;91;76;778
controller 49;91;76;778
controller 49;91;76;778
controller 49;91;83;850
controller 49;91;89;911
controller 49;91;89;911
controller 49;91;86;881
controller 49;91;83;850
controller 49;91;83;850
controller 49;91;83;850
controller 49;91;80;819
controller 49;91;74;758
controller 49;91;74;758
controller 49;91;74;758
controller 49;91;74;758
controller 49;91;75;768
controller 49;91;79;809
controller 49;91;79;809
controller 49;90;82;840
controller 49;90;82;840
controller 49;89;82;840
controller 49;89;82;840
controller 49;89;75;768
controller 49;89;85;870
controller 49;89;82;840
controller 49;89;82;840
controller 49;89;82;840
controller 49;89;83;850
controller 49;89;78;799
controller 49;89;78;799
controller 49;89;78;799
controller 49;89;78;799
controller 49;89;79;809
controller 49;89;79;809
controller 49;89;79;809
controller 49;89;79;809
controller 49;89;80;819
controller 49;89;82;840
controller 43;87;86;1761
controller 43;87;70;1434
controller 43;87;74;1516
controller 43;87;74;1516
controller 43;87;76;1556
controller 43;87;76;1556
controller 43;87;78;1597
controller 43;87;83;1700
controller 43;87;83;1700
controller 43;86;86;1761
controller 43;86;86;1761
controller 43;86;86;1761
controller 43;86;82;1679
controller 43;86;82;1679
controller 43;85;71;1454
controller 43;85;78;1597
controller 43;85;78;1597
controller 76;79;88;901
controller 76;79;88;901
controller 76;79;88;901
controller 76;79;91;932
controller 76;79;91;932
controller 76;79;91;932
controller 76;79;90;922
controller 76;79;90;922
controller 76;79;90;922
controller 76;79;89;911
controller 76;79;79;809
controller 39;71;51;1044
controller 39;70;51;1044
controller 39;69;51;1044
controller 39;69;51;1044
controller 39;69;51;1044
controller 39;69;51;1044
controller 39;69;51;1044
controller 39;69;55;1126
controller 39;69;55;1126
controller 39;69;55;1126
controller 39;69;56;1147
controller 39;69;56;1147
controller 39;69;56;1147
controller 39;69;56;1147
controller 39;69;59;1208
controller 39;69;59;1208
controller 39;69;59;1208
controller 39;68;59;1208
controller 39;67;59;1208
controller 49;86;77;788
controller 49;86;80;819
controller 49;86;80;819
controller 49;85;80;819
controller 49;85;81;829
controller 49;85;81;829
controller 49;85;72;737
controller 43;84;74;1516
controller 43;84;74;1516
controller 43;84;76;1556
controller 43;84;76;1556
controller 43;84;76;1556
controller 43;84;94;1925
controller 43;84;94;1925
controller 43;84;90;1843
controller 43;83;87;1782
controller 43;83;87;1782
controller 43;82;84;1720
controller 43;82;59;1208
controller 43;81;59;1208
controller 43;81;59;1208
controller 43;81;59;1208
controller 43;81;63;1290
controller 43;81;63;1290
controller 43;81;63;1290
controller 43;81;63;1290
controller 43;80;63;1290
controller 6;55;87;1782
controller 6;55;87;1782
controller 6;55;85;1741
controller 6;54;85;1741
controller 6;54;85;1741
controller 6;54;81;1659
controller 6;53;81;1659
controller 6;52;81;1659
controller 6;52;81;1659
controller 6;51;81;1659
controller 6;51;81;1659
controller 6;51;81;1659
controller 6;50;81;1659
controller 6;49;81;1659
controller 6;49;81;1659
controller 6;49;76;1556
controller 6;49;78;1597
controller 6;49;78;1597
controller 6;49;89;1823
controller 6;49;89;1823
controller 6;49;89;1823
controller 6;49;88;1802
controller 6;49;92;1884
controller 6;49;89;1823
controller 6;48;75;1536
controller 6;48;81;1659
controller 6;48;68;1393
controller 6;48;69;1413
controller 6;48;70;1434
controller 6;48;70;1434
controller 6;48;72;1475
controller 6;48;73;1495
controller 6;48;71;1454
controller 6;48;67;1372
controller 6;48;67;1372
controller 6;48;71;1454
controller 6;48;72;1475
controller 6;48;72;1475
controller 6;48;90;1843
controller 6;48;90;1843
controller 6;48;89;1823
controller 6;48;89;1823
controller 6;47;88;1802
controller 6;47;93;1905
controller 6;47;92;1884
controller 6;47;89;1823
controller 6;47;88;1802
controller 6;47;84;1720
controller 6;47;78;1597
controller 6;47;81;1659
controller 6;46;81;1659
controller 6;46;81;1659
controller 6;45;85;1741
controller 6;45;85;1741
controller 6;45;86;1761
controller 6;45;86;1761
controller 6;44;86;1761
controller 6;43;86;1761
controller 6;43;86;1761
controller 6;42;86;1761
controller 6;42;85;1741
controller 6;42;81;1659
controller 6;42;81;1659
controller 76;75;81;829
controller 76;75;81;829
controller 76;75;80;819
controller 76;75;80;819
controller 76;75;80;819
controller 76;75;80;819
controller 76;75;80;819
controller 76;75;80;819
controller 76;75;80;819
controller 76;75;81;829
controller 76;75;81;829
controller 76;75;82;840
controller 76;75;82;840
controller 76;75;82;840
controller 76;75;82;840
controller 76;75;82;840
controller 76;74;82;840
controller 76;74;88;901
controller 76;74;100;1024
controller 76;74;100;1024
controller 76;74;100;1024
controller 76;74;100;1024
controller 76;73;100;1024
controller 76;72;100;1024
controller 43;73;92;1884
controller 43;73;92;1884
controller 43;73;92;1884
controller 43;73;92;1884
controller 43;73;92;1884
controller 43;73;88;1802
controller 43;73;86;1761
controller 59;63;76;1556
controller 59;63;77;1577
controller 59;63;77;1577
controller 59;63;83;1700
controller 59;63;79;1618
controller 59;63;79;1618
controller 59;63;82;1679
controller 59;63;82;1679
controller 59;63;82;1679
controller 59;63;82;1679
controller 59;63;82;1679
controller 59;63;82;1679
controller 59;63;82;1679
controller 76;72;99;1014
controller 76;72;99;1014
controller 76;72;94;963
controller 76;71;100;1024
controller 76;71;100;1024
controller 76;71;100;1024
controller 76;70;100;1024
controller 76;70;100;1024
controller 76;70;98;1004
controller 76;70;98;1004
controller 76;70;98;1004
controller 76;70;98;1004
controller 76;70;98;1004
controller 76;70;94;963
controller 76;70;97;993
controller 76;69;94;963
controller 49;80;86;881
controller 49;80;94;963
controller 49;80;94;963
controller 49;80;91;932
controller 49;79;90;922
controller 49;78;90;922
controller 49;78;90;922
controller 49;78;90;922
controller 49;77;90;922
controller 49;77;90;922
controller 49;77;90;922
controller 49;77;90;922
controller 49;77;90;922
controller 49;77;90;922
controller 49;77;86;881
controller 49;77;86;881
controller 49;77;86;881
controller 49;77;81;829
controller 49;77;80;819
controller 49;77;82;840
controller 49;77;85;870
controller 49;77;86;881
controller 49;76;86;881
controller 49;75;86;881
controller 49;75;80;819
controller 49;75;86;881
controller 49;74;83;850
controller 49;74;81;829
controller 49;73;81;829
controller 49;73;81;829
controller 49;73;77;788
controller 49;73;77;788
controller 49;73;77;788
controller 49;73;77;788
controller 49;72;77;788
controller 49;72;77;788
controller 39;58;68;1393
controller 39;58;67;1372
controller 39;58;67;1372
controller 39;58;67;1372
controller 39;58;67;1372
controller 76;63;79;809
controller 76;63;79;809
controller 76;63;79;809
controller 76;63;85;870
controller 76;63;86;881
controller 76;63;86;881
controller 76;62;86;881
controller 76;62;90;922
controller 76;62;90;922
controller 76;62;88;901
controller 76;62;82;840
controller 76;62;83;850
controller 49;70;80;819
controller 49;70;80;819
controller 49;70;80;819
controller 49;70;81;829
controller 49;69;81;829
controller 49;69;81;829
controller 49;69;71;727
controller 49;69;72;737
controller 43;65;78;1597
controller 43;65;78;1597
controller 43;65;78;1597
controller 43;64;87;1782
controller 43;64;87;1782
controller 43;64;87;1782
controller 43;64;87;1782
controller 43;63;80;1638
controller 43;63;80;1638
controller 43;63;83;1700
controller 43;63;83;1700
controller 43;63;83;1700
controller 43;63;83;1700
controller 43;63;82;1679
controller 59;61;96;1966
controller 59;61;96;1966
controller 59;61;96;1966
controller 59;61;96;1966
controller 59;61;96;1966
controller 59;61;92;1884
controller 59;61;86;1761
controller 59;61;86;1761
controller 15;53;89;456
controller 15;53;89;456
controller 15;53;79;404
controller 15;53;80;410
controller 15;53;80;410
controller 15;53;80;410
controller 15;53;80;410
controller 15;53;88;451
controller 15;53;88;451
controller 15;53;88;451
controller 15;52;73;374
controller 39;55;82;1679
controller 39;55;82;1679
controller 39;55;82;1679
controller 39;55;82;1679
controller 39;55;82;1679
controller 53;59;78;1597
controller 53;59;79;1618
controller 53;59;79;1618
controller 53;59;68;1393
controller 53;59;89;1823
controller 53;59;87;1782
controller 53;59;87;1782
controller 53;59;88;1802
controller 53;58;84;1720
controller 53;58;84;1720
controller 53;58;83;1700
controller 53;58;83;1700
controller 53;58;83;1700
controller 53;58;83;1700
controller 53;58;83;1700
controller 53;58;85;1741
controller 53;58;88;1802
controller 53;57;86;1761
controller 53;57;87;1782
controller 53;57;84;1720
controller 53;57;84;1720
controller 53;57;81;1659
controller 53;57;85;1741
controller 53;57;84;1720
controller 53;57;78;1597
controller 53;57;78;1597
controller 53;57;75;1536
controller 53;57;74;1516
controller 53;57;74;1516
controller 53;57;72;1475
controller 53;57;75;1536
controller 53;57;75;1536
controller 53;56;75;1536
controller 53;56;79;1618
controller 53;56;79;1618
controller 53;56;79;1618
controller 39;54;86;1761
controller 39;54;86;1761
controller 39;54;86;1761
controller 39;53;82;1679
controller 39;53;82;1679
controller 39;53;74;1516
controller 39;53;74;1516
controller 39;53;83;1700
controller 39;53;83;1700
controller 39;53;83;1700
controller 39;53;83;1700
controller 39;53;70;1434
controller 39;53;70;1434
controller 39;53;77;1577
controller 39;53;77;1577
controller 39;53;73;1495
controller 39;53;65;1331
controller 39;53;65;1331
controller 39;53;65;1331
controller 39;53;65;1331
controller 39;53;63;1290
controller 39;53;63;1290
controller 39;53;63;1290
controller 39;53;63;1290
controller 39;53;67;1372
controller 39;53;67;1372
controller 39;53;63;1290
controller 39;53;61;1249
controller 39;53;59;1208
controller 39;52;59;1208
controller 39;52;59;1208
controller 39;51;63;1290
controller 39;51;67;1372
controller 39;51;73;1495
controller 39;51;75;1536
controller 39;51;75;1536
controller 39;51;68;1393
controller 39;50;68;1393
controller 39;50;68;1393
controller 39;50;68;1393
controller 39;50;75;1536
controller 39;50;76;1556
controller 39;50;75;1536
controller 39;50;75;1536
controller 59;58;89;1823
controller 59;58;89;1823
controller 59;58;89;1823
controller 59;58;89;1823
controller 59;58;80;1638
controller 59;58;75;1536
controller 59;58;74;1516
controller 59;58;76;1556
controller 59;58;76;1556
controller 59;57;79;1618
controller 59;57;79;1618
controller 59;57;79;1618
controller 59;57;79;1618
controller 59;57;81;1659
controller 59;57;65;1331
controller 59;57;65;1331
controller 59;57;58;1188
controller 59;57;57;1167
controller 59;57;61;1249
controller 59;57;63;1290
controller 59;57;67;1372
controller 59;57;49;1004
controller 59;57;49;1004
controller 59;56;49;1004
controller 39;48;76;1556
controller 39;48;66;1352
controller 39;48;66;1352
controller 39;48;64;1311
controller 39;48;59;1208
controller 39;48;48;983
controller 39;48;48;983
controller 39;48;49;1004
controller 39;48;49;1004
controller 39;48;51;1044
controller 39;48;50;1024
controller 39;48;50;1024
controller 39;48;43;881
controller 39;48;43;881
controller 39;48;44;901
controller 39;48;49;1004
controller 39;48;49;1004
controller 39;48;53;1085
controller 39;48;57;1167
controller 39;48;50;1024
controller 76;49;89;911
controller 76;49;89;911
controller 76;49;89;911
controller 76;49;89;911
controller 76;48;90;922
controller 76;48;92;942
controller 76;48;86;881
controller 76;48;86;881
controller 76;48;86;881
controller 53;53;95;1946
controller 53;53;97;1987
controller 53;53;97;1987
controller 53;52;99;2028
controller 53;52;99;2028
controller 53;52;99;2028
controller 53;52;91;1864
controller 53;51;92;1884
controller 53;51;88;1802
controller 53;51;87;1782
controller 53;51;87;1782
controller 53;51;87;1782
controller 53;51;87;1782
controller 17;14;68;348
controller 17;14;68;348
controller 17;13;72;369
controller 17;13;72;369
controller 17;13;69;353
controller 17;13;74;379
controller 17;12;74;379
controller 17;12;70;358
controller 17;12;73;374
controller 17;12;73;374
controller 17;12;73;374
controller 17;12;73;374
controller 17;12;73;374
controller 17;11;73;374
controller 17;11;69;353
controller 17;11;68;348
controller 17;11;68;348
controller 17;11;68;348
controller 17;11;73;374
controller 17;11;73;374
controller 17;11;73;374
controller 17;11;76;389
controller 17;11;76;389
controller 17;11;76;389
controller 17;11;76;389
controller 17;11;76;389
controller 17;11;76;389
controller 17;11;75;384
controller 17;11;75;384
controller 17;10;75;384
controller 17;10;75;384
controller 17;10;75;384
controller 17;10;76;389
controller 17;10;76;389
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;76;389
controller 17;10;76;389
controller 17;10;83;425
controller 17;10;83;425
controller 17;10;73;374
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;74;379
controller 17;10;76;389
controller 17;10;76;389
controller 17;10;63;323
controller 17;10;63;323
controller 17;9;64;328
controller 17;9;64;328
controller 17;9;64;328
controller 17;9;64;328
controller 17;9;62;317
controller 17;9;62;317
controller 17;9;66;338
controller 17;9;65;333
controller 17;9;65;333
controller 17;9;65;333
controller 17;9;64;328
controller 17;9;64;328
controller 17;9;59;302
controller 17;9;56;287
controller 17;9;56;287
controller 17;9;56;287
controller 17;9;56;287
controller 17;9;52;266
controller 17;9;52;266
controller 17;9;52;266
controller 17;9;55;282
controller 17;9;55;282
controller 17;9;55;282
controller 17;9;55;282
controller 17;9;54;276
controller 17;9;53;271
controller 17;9;53;271
controller 17;9;53;271
controller 17;9;57;292
controller 17;9;57;292
controller 17;9;38;195
controller 17;9;36;184
controller 17;9;36;184
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;32;164
controller 17;9;33;169
controller 17;9;33;169
controller 17;8;30;154
controller 17;8;30;154
controller 17;8;35;179
controller 17;8;39;200
controller 17;8;22;113
controller 17;8;33;169
controller 17;8;32;164
controller 17;8;32;164
controller 17;8;37;189
controller 17;8;40;205
controller 17;8;40;205
controller 17;8;35;179
controller 17;8;35;179
controller 17;8;36;184
controller 17;8;36;184
controller 17;8;36;184
controller 17;8;36;184
controller 17;7;36;184
controller 17;6;36;184
controller 17;6;34;174
controller 17;6;47;241
controller 17;6;45;230
controller 17;6;45;230
controller 17;6;47;241
controller 17;6;50;256
controller 17;6;50;256
controller 17;6;49;251
controller 17;6;49;251
controller 17;6;50;256
controller 17;6;50;256
controller 17;6;50;256
controller 17;5;51;261
controller 17;5;36;184
controller 17;5;36;184
controller 17;5;38;195
controller 17;5;49;251
controller 17;5;55;282
controller 17;4;55;282
controller 17;4;55;282
controller 17;4;55;282
controller 17;4;55;282
controller 17;3;55;282
controller 17;3;57;292
controller 17;3;57;292
controller 17;3;50;256
controller 17;3;50;256
controller 17;3;50;256
controller 17;3;50;256
controller 17;3;56;287
controller 17;3;64;328
controller 17;3;65;333
controller 17;3;65;333
controller 17;3;71;364
controller 17;3;74;379
controller 17;3;74;379
controller 17;3;74;379
controller 17;3;74;379
controller 17;3;68;348
controller 17;3;71;364
controller 17;3;74;379
controller 17;3;74;379
controller 17;3;72;369
