controller;battery;memory_avaliable;total_memory_avaliable
controller 64;93;51;1044
controller 64;93;53;1085
controller 64;93;53;1085
controller 64;92;59;1208
controller 64;92;59;1208
controller 64;92;59;1208
controller 64;92;60;1229
controller 64;92;60;1229
controller 64;92;60;1229
controller 64;92;63;1290
controller 64;91;64;1311
controller 64;91;64;1311
controller 64;91;63;1290
controller 64;91;58;1188
controller 64;91;58;1188
controller 64;91;62;1270
controller 64;91;62;1270
controller 64;91;62;1270
controller 64;91;62;1270
controller 64;91;65;1331
controller 64;91;66;1352
controller 64;91;66;1352
controller 64;91;65;1331
controller 64;91;65;1331
controller 64;91;60;1229
controller 64;91;60;1229
controller 64;91;60;1229
controller 64;91;60;1229
controller 64;91;56;1147
controller 64;90;56;1147
controller 64;89;50;1024
controller 64;89;54;1106
controller 64;89;54;1106
controller 64;89;52;1065
controller 64;89;56;1147
controller 64;89;59;1208
controller 64;89;59;1208
controller 64;89;59;1208
controller 64;89;59;1208
controller 64;89;59;1208
controller 64;89;59;1208
controller 64;89;58;1188
controller 64;89;64;1311
controller 64;88;64;1311
controller 64;88;61;1249
controller 64;88;61;1249
controller 64;88;61;1249
controller 64;88;51;1044
controller 64;87;54;1106
controller 64;87;54;1106
controller 64;86;54;1106
controller 58;95;86;1761
controller 58;95;85;1741
controller 7;88;89;1823
controller 7;88;85;1741
controller 7;88;82;1679
controller 7;88;84;1720
controller 7;88;84;1720
controller 7;88;84;1720
controller 7;88;82;1679
controller 7;88;82;1679
controller 7;88;75;1536
controller 7;88;75;1536
controller 7;88;75;1536
controller 7;88;75;1536
controller 7;88;77;1577
controller 7;88;79;1618
controller 7;88;79;1618
controller 7;88;79;1618
controller 7;88;79;1618
controller 79;89;80;819
controller 79;89;80;819
controller 64;84;51;1044
controller 64;84;51;1044
controller 64;84;51;1044
controller 64;84;50;1024
controller 64;84;51;1044
controller 64;84;51;1044
controller 64;84;39;799
controller 64;83;43;881
controller 64;83;43;881
controller 64;82;43;881
controller 64;81;36;737
controller 57;95;77;788
controller 57;95;76;778
controller 7;88;67;1372
controller 7;88;67;1372
controller 7;88;65;1331
controller 7;87;69;1413
controller 7;86;69;1413
controller 7;85;69;1413
controller 7;85;69;1413
controller 7;85;71;1454
controller 7;85;71;1454
controller 7;85;76;1556
controller 79;89;79;809
controller 79;89;78;799
controller 14;96;81;1659
controller 14;96;81;1659
controller 14;96;81;1659
controller 14;96;81;1659
controller 47;62;83;1700
controller 47;61;88;1802
controller 47;60;86;1761
controller 47;60;86;1761
controller 7;85;77;1577
controller 7;85;77;1577
controller 7;84;82;1679
controller 7;84;82;1679
controller 7;84;82;1679
controller 7;84;78;1597
controller 57;95;83;850
controller 57;95;76;778
controller 57;95;76;778
controller 57;95;78;799
controller 57;95;83;850
controller 57;95;80;819
controller 57;95;80;819
controller 57;95;84;860
controller 7;82;83;1700
controller 7;82;81;1659
controller 58;92;83;1700
controller 58;92;83;1700
controller 58;92;82;1679
controller 58;92;87;1782
controller 58;92;87;1782
controller 58;92;87;1782
controller 58;92;87;1782
controller 58;92;86;1761
controller 58;92;86;1761
controller 58;92;79;1618
controller 58;92;79;1618
controller 58;92;76;1556
controller 58;92;77;1577
controller 58;92;77;1577
controller 58;92;77;1577
controller 58;91;83;1700
controller 58;91;86;1761
controller 58;90;84;1720
controller 58;90;84;1720
controller 58;89;84;1720
controller 58;89;81;1659
controller 58;89;81;1659
controller 58;89;80;1638
controller 58;89;79;1618
controller 58;89;79;1618
controller 58;89;81;1659
controller 58;88;60;1229
controller 58;87;60;1229
controller 58;87;60;1229
controller 58;87;63;1290
controller 58;87;70;1434
controller 58;87;70;1434
controller 58;87;70;1434
controller 58;87;73;1495
controller 58;87;73;1495
controller 58;87;73;1495
controller 58;87;77;1577
controller 58;87;77;1577
controller 58;86;78;1597
controller 79;85;90;922
controller 79;85;85;870
controller 79;85;86;881
controller 79;84;86;881
controller 79;84;86;881
controller 58;86;80;1638
controller 58;86;80;1638
controller 58;86;80;1638
controller 58;86;80;1638
controller 58;86;85;1741
controller 58;86;85;1741
controller 58;85;84;1720
controller 58;85;84;1720
controller 58;85;84;1720
controller 58;85;71;1454
controller 58;85;71;1454
controller 14;92;64;1311
controller 14;92;61;1249
controller 14;92;61;1249
controller 14;92;61;1249
controller 14;92;62;1270
controller 79;83;81;829
controller 79;83;78;799
controller 58;84;85;1741
controller 58;84;76;1556
controller 58;84;76;1556
controller 58;83;76;1556
controller 58;83;82;1679
controller 58;82;78;1597
controller 58;82;78;1597
controller 58;82;78;1597
controller 58;82;77;1577
controller 58;82;78;1597
controller 58;81;78;1597
controller 58;81;78;1597
controller 58;81;78;1597
controller 58;81;78;1597
controller 58;81;76;1556
controller 14;90;69;1413
controller 14;90;69;1413
controller 14;90;80;1638
controller 14;90;84;1720
controller 14;90;83;1700
controller 14;89;84;1720
controller 14;89;84;1720
controller 14;89;85;1741
controller 58;80;82;1679
controller 58;79;82;1679
controller 58;79;80;1638
controller 58;79;78;1597
controller 58;79;78;1597
controller 58;79;67;1372
controller 58;79;69;1413
controller 58;79;70;1434
controller 58;79;70;1434
controller 58;79;66;1352
controller 58;79;73;1495
controller 58;79;73;1495
controller 58;79;73;1495
controller 58;79;77;1577
controller 58;79;77;1577
controller 14;89;83;1700
controller 14;88;85;1741
controller 14;88;85;1741
controller 14;88;79;1618
controller 14;88;80;1638
controller 14;88;80;1638
controller 14;88;83;1700
controller 14;88;83;1700
controller 14;88;70;1434
controller 14;88;70;1434
controller 14;88;70;1434
controller 14;88;79;1618
controller 14;88;79;1618
controller 58;79;88;1802
controller 58;79;88;1802
controller 58;79;71;1454
controller 58;79;71;1454
controller 58;78;71;1454
controller 58;78;73;1495
controller 58;77;81;1659
controller 7;71;93;1905
controller 7;71;93;1905
controller 7;71;93;1905
controller 7;71;92;1884
controller 79;80;79;809
controller 79;79;76;778
controller 79;79;76;778
controller 79;79;76;778
controller 58;75;72;1475
controller 58;75;73;1495
controller 58;75;76;1556
controller 58;75;76;1556
controller 58;75;77;1577
controller 57;91;95;973
controller 57;90;95;973
controller 14;85;85;1741
controller 14;85;85;1741
controller 14;85;85;1741
controller 14;85;85;1741
controller 14;85;88;1802
controller 14;85;88;1802
controller 14;84;88;1802
controller 14;84;88;1802
controller 14;84;82;1679
controller 14;84;78;1597
controller 58;75;85;1741
controller 58;75;85;1741
controller 58;74;83;1700
controller 58;74;83;1700
controller 58;74;72;1475
controller 7;68;79;1618
controller 7;68;88;1802
controller 7;68;80;1638
controller 7;68;80;1638
controller 79;78;88;901
controller 79;78;90;922
controller 79;78;95;973
controller 79;78;96;983
controller 79;78;96;983
controller 14;83;82;1679
controller 14;83;84;1720
controller 14;83;79;1618
controller 14;83;79;1618
controller 14;83;83;1700
controller 58;74;80;1638
controller 58;74;80;1638
controller 58;74;80;1638
controller 58;74;80;1638
controller 58;74;82;1679
controller 58;74;82;1679
controller 58;74;82;1679
controller 57;86;94;963
controller 57;85;93;952
controller 57;85;93;952
controller 57;85;92;942
controller 57;85;99;1014
controller 14;82;75;1536
controller 14;82;71;1454
controller 14;82;71;1454
controller 14;82;71;1454
controller 58;74;91;1864
controller 58;74;90;1843
controller 58;74;87;1782
controller 58;74;86;1761
controller 58;74;86;1761
controller 58;74;86;1761
controller 58;74;85;1741
controller 58;74;85;1741
controller 58;74;83;1700
controller 58;73;78;1597
controller 58;73;81;1659
controller 58;72;63;1290
controller 58;72;63;1290
controller 58;72;55;1126
controller 14;81;71;1454
controller 14;81;73;1495
controller 14;81;74;1516
controller 14;81;74;1516
controller 14;81;76;1556
controller 14;81;81;1659
controller 58;72;77;1577
controller 58;72;81;1659
controller 58;72;81;1659
controller 58;71;81;1659
controller 58;71;81;1659
controller 58;71;81;1659
controller 58;71;86;1761
controller 58;71;82;1679
controller 58;71;82;1679
controller 79;78;60;614
controller 79;77;60;614
controller 7;65;77;1577
controller 7;65;80;1638
controller 7;65;81;1659
controller 7;65;81;1659
controller 7;65;86;1761
controller 7;65;85;1741
controller 7;65;83;1700
controller 7;65;83;1700
controller 58;69;79;1618
controller 58;69;79;1618
