controller;battery;memory_avaliable;total_memory_avaliable
controller 23;84;88;1802
controller 23;84;85;1741
controller 23;84;85;1741
controller 23;84;85;1741
controller 23;84;85;1741
controller 23;84;78;1597
controller 23;84;81;1659
controller 23;84;81;1659
controller 23;84;81;1659
controller 23;84;81;1659
controller 23;84;81;1659
controller 23;84;80;1638
controller 23;84;80;1638
controller 23;84;81;1659
controller 23;83;81;1659
controller 23;82;81;1659
controller 23;82;81;1659
controller 23;82;81;1659
controller 23;82;81;1659
controller 23;82;81;1659
controller 23;82;81;1659
controller 23;82;80;1638
controller 23;82;80;1638
controller 23;82;88;1802
controller 23;82;88;1802
controller 23;82;88;1802
controller 23;82;88;1802
controller 23;82;86;1761
controller 23;82;82;1679
controller 23;82;82;1679
controller 23;82;82;1679
controller 23;82;82;1679
controller 23;82;82;1679
controller 23;82;82;1679
controller 23;82;82;1679
controller 23;81;82;1679
controller 23;80;81;1659
controller 23;79;81;1659
controller 23;79;81;1659
controller 23;78;81;1659
controller 23;78;69;1413
controller 23;78;70;1434
controller 23;78;70;1434
controller 23;78;70;1434
controller 23;78;70;1434
controller 23;78;70;1434
controller 23;78;70;1434
controller 23;78;73;1495
controller 23;78;74;1516
controller 23;78;71;1454
controller 23;78;71;1454
controller 23;78;71;1454
controller 23;78;67;1372
controller 23;78;77;1577
controller 23;78;77;1577
controller 23;77;74;1516
controller 23;77;74;1516
controller 23;77;75;1536
controller 23;77;75;1536
controller 23;77;75;1536
controller 23;77;78;1597
controller 23;77;78;1597
controller 23;77;78;1597
controller 23;77;79;1618
controller 23;77;79;1618
controller 68;98;79;1618
controller 68;98;76;1556
controller 68;98;76;1556
controller 68;97;76;1556
controller 68;97;73;1495
controller 68;97;73;1495
controller 68;97;79;1618
controller 68;97;82;1679
controller 68;97;82;1679
controller 68;97;81;1659
controller 68;97;71;1454
controller 68;97;71;1454
controller 68;97;71;1454
controller 68;97;73;1495
controller 23;76;80;1638
controller 23;76;80;1638
controller 23;76;81;1659
controller 23;75;71;1454
controller 23;74;71;1454
controller 23;74;71;1454
controller 23;74;72;1475
controller 23;74;72;1475
controller 23;74;76;1556
controller 23;74;68;1393
controller 24;83;65;1331
controller 24;83;65;1331
controller 24;82;65;1331
controller 24;82;62;1270
controller 24;82;62;1270
controller 24;82;62;1270
controller 24;82;62;1270
controller 24;81;62;1270
controller 24;80;63;1290
controller 24;80;61;1249
controller 24;80;58;1188
controller 24;80;51;1044
controller 24;80;46;942
controller 24;80;46;942
controller 24;79;35;717
controller 24;79;37;758
controller 24;79;41;840
controller 24;78;41;840
controller 24;77;41;840
controller 24;77;41;840
controller 24;77;41;840
controller 24;77;31;635
controller 23;74;79;1618
controller 23;74;81;1659
controller 23;74;81;1659
controller 23;74;76;1556
controller 23;74;76;1556
controller 23;74;76;1556
controller 23;74;83;1700
controller 23;74;83;1700
controller 23;73;83;1700
controller 23;73;83;1700
controller 16;45;79;1618
controller 16;45;72;1475
controller 16;45;72;1475
controller 19;56;94;481
controller 19;56;94;481
controller 19;56;94;481
controller 19;56;94;481
controller 19;56;94;481
controller 19;56;91;466
controller 68;94;73;1495
controller 68;93;75;1536
controller 68;93;78;1597
controller 68;92;76;1556
controller 68;92;76;1556
controller 68;92;76;1556
controller 68;92;77;1577
controller 68;92;77;1577
controller 68;92;77;1577
controller 68;92;77;1577
controller 68;92;73;1495
controller 34;85;77;1577
controller 34;85;77;1577
controller 34;85;85;1741
controller 34;85;85;1741
controller 34;84;85;1741
controller 34;84;85;1741
controller 34;84;84;1720
controller 34;84;82;1679
controller 34;84;82;1679
controller 34;84;82;1679
controller 34;84;81;1659
controller 34;83;81;1659
controller 34;83;81;1659
controller 34;83;80;1638
controller 34;83;89;1823
controller 34;82;79;1618
controller 34;82;79;1618
controller 34;82;85;1741
controller 34;82;85;1741
controller 23;73;80;1638
controller 23;73;80;1638
controller 23;73;80;1638
controller 23;73;80;1638
controller 23;73;82;1679
controller 23;73;82;1679
controller 23;73;78;1597
controller 36;61;81;1659
controller 36;60;81;1659
controller 36;59;81;1659
controller 36;58;81;1659
controller 36;58;81;1659
controller 36;58;81;1659
controller 36;58;81;1659
controller 36;58;81;1659
controller 36;57;81;1659
