X;Y
628;1.1162234527795079E-6
629;8.458587497095493E-9
630;7.24266486251679E-6
631;4.372459483703572E-6
632;6.775136007775018E-12
633;0.0
634;0.0
635;0.0
636;1.303742528158125E-6
637;8.919794125539227E-9
638;2.459575654256696E-9
639;1.9761969838327786E-14
640;2.2186892773001787E-6
641;9.470508932629684E-9
642;2.495781359357352E-11
643;1.1102230246251565E-16
644;9.992007221626409E-16
645;1.8118881617290583E-8
646;2.206710703056558E-9
647;0.0
648;9.90393433930592E-10
649;4.88860677239078E-6
650;3.5507152773561756E-11
651;1.1102230246251565E-16
652;7.898237619485826E-12
653;0.0
654;5.134277259566389E-6
655;0.0
656;3.1672864331255823E-10
657;2.5975888107154788E-12
658;5.209661286809109E-7
659;1.6815459458197068E-7
660;0.0
661;0.0
662;6.36917190754982E-6
663;3.154734273813631E-8
664;9.743490014813005E-9
665;7.238654120556021E-14
666;3.059269189087388E-7
667;0.0
668;1.7744673785902165E-7
669;8.237033041202935E-7
670;8.443336174668303E-8
671;4.380005913517948E-9
672;0.0
673;2.1663165938878848E-7
674;1.9681134277860224E-8
675;3.319499938259085E-7
676;0.0
677;1.1280087974796515E-11
678;0.0
679;2.6630250793413524E-7
680;7.476241847825804E-13
681;9.40865718668249E-10
682;8.945622020917199E-12
683;5.707079917538493E-7
684;5.028425471564901E-7
685;4.161801382407404E-6
686;0.0
687;1.8959567915644016E-8
688;5.9503223570622765E-8
689;1.0423658380886991E-8
690;6.554043675333077E-6
691;3.144935813104155E-6
692;0.0
693;1.1304102098819158E-9
694;0.0
695;1.5083484017353044E-8
696;6.57628457245707E-8
697;1.4432899320127035E-15
698;1.9165687925593033E-9
699;0.0
700;4.903299988257004E-12
701;7.12430114901963E-13
702;0.0
703;2.3792079417717105E-13
704;0.0
705;0.0
706;0.0
707;0.0
708;3.4897251754983927E-9
709;1.0637591862927565E-7
710;1.1861547299929498E-9
711;1.475533912831395E-7
712;2.0541309764254834E-9
713;0.0
714;2.8332227670624377E-6
715;3.6873182520658077E-6
716;1.0971112907043334E-10
717;0.0
718;5.139019381483756E-6
719;1.36580413645504E-10
720;1.96201348823255E-6
721;0.0
722;1.2680747341065057E-8
723;2.721370657710054E-7
724;0.0
725;0.0
726;1.4187395702691674E-10
727;0.0
728;3.3306690738754696E-16
729;7.1419308653730695E-6
730;5.551115123125783E-15
731;3.516934521385906E-10
732;3.873841247781229E-10
733;1.6948402710159627E-6
734;3.6336974751360884E-7
735;3.8802394508596905E-6
736;2.0928389227181654E-6
737;0.0
738;2.348121697082206E-13
739;5.0527582118320424E-11
740;4.440892098500626E-16
741;1.0592701449319009E-7
742;3.7614356074300304E-13
743;0.0
744;2.0478174711513475E-11
745;2.6834090505190034E-13
746;8.219287295219146E-8
747;2.880401250848763E-9
748;1.3258908415636483E-9
749;0.0
750;0.0
751;2.100798535131787E-9
752;1.2930823340973063E-6
753;6.153769917971452E-6
754;5.326675900363398E-8
755;2.6134992647808275E-7
756;0.0
757;0.0
758;2.0095036745715333E-14
759;1.5341179515626635E-7
760;4.0523140398818214E-14
761;5.551115123125783E-16
762;9.561417446679599E-8
763;1.1102230246251565E-16
764;0.0
765;0.0
766;3.670032833191783E-9
767;6.639322425172622E-11
768;1.810602170970732E-6
769;5.485012188555238E-6
770;1.3680945265548417E-11
771;1.5426788069206054E-8
772;2.259707682528145E-6
773;1.1031619787660318E-6
774;8.106726401280184E-11
775;9.501774654863127E-7
776;9.681144774731365E-14
777;1.406120018199175E-7
778;0.0
779;5.551115123125783E-16
780;6.914468997365475E-11
781;0.0
782;6.235182773428605E-7
783;1.6105510503017229E-7
784;5.6735151021669594E-9
785;1.7897441584313611E-7
786;0.0
787;0.0
788;4.191465613700984E-6
789;3.562979005722333E-6
790;8.866208722757563E-8
791;0.0
792;3.824806935615044E-7
793;5.710423406357634E-7
794;0.0
795;7.348143205021529E-10
796;0.0
797;1.9716903698618893E-7
798;1.0114131754335176E-11
799;4.440892098500626E-16
800;0.0
801;5.084821452783217E-14
802;0.0
803;0.0
804;0.0
805;2.273623922466328E-8
806;0.0
807;0.0
808;0.0
809;1.0477736764880063E-6
810;1.0046692789922318E-6
811;1.225556141126738E-6
812;3.846204787993912E-7
813;6.823808447187218E-7
814;0.0
815;0.0
816;1.1258329798424782E-6
817;1.925326564844454E-9
818;4.9169517346570046E-8
819;0.0
820;0.0
821;5.21966587507805E-7
822;0.0
823;5.717327533627525E-8
824;0.0
825;1.6009660264160175E-10
826;0.0
827;8.189927341861747E-7
828;6.852494254583341E-6
829;5.717648576819556E-14
830;2.0571556237358735E-6
831;0.0
832;4.252945966953803E-6
833;1.2389124907086213E-6
834;3.548510462136889E-7
835;1.3700152123874432E-13
836;0.0
837;5.67323965583455E-14
838;2.47577852752201E-6
839;5.6585947039167195E-9
840;5.105134186611515E-6
841;1.1135126154471209E-10
842;3.612202407188292E-7
843;0.0
844;0.0
845;0.0
846;1.2534417948018017E-13
847;0.0
848;0.0
849;4.5326926989552874E-8
850;0.0
851;5.125899704694348E-13
852;0.0
853;0.0
854;0.0
855;0.0
856;0.0
857;0.0
858;0.0
859;1.1102230246251565E-16
860;0.0
861;8.548717289613705E-15
862;0.0
863;2.7474312257469435E-6
864;3.629283107375869E-8
865;0.0
866;0.0
867;0.0
868;6.645795025406187E-13
869;5.9768472563392905E-6
870;3.231983306539732E-7
871;1.7974803867559785E-9
872;6.47578267676252E-8
873;0.0
874;0.0
875;0.0
876;3.920919762201436E-7
877;3.382849556032852E-13
878;9.044992421713971E-8
879;4.668404547270022E-6
880;1.799704947291758E-7
881;0.0
882;4.44808377908501E-8
883;1.940114735532461E-12
884;2.6363278227137243E-10
885;0.0
886;5.0340953627880936E-11
887;2.0728284289006638E-7
888;0.0
889;0.0
890;0.0
891;0.0
892;2.386814412780325E-9
893;4.320734898199952E-6
894;5.48039391645716E-12
895;5.420089932428596E-10
896;2.866550663505052E-9
897;1.0808206476475846E-6
898;1.3178967813720632E-6
899;6.858649796992466E-7
900;1.7240987792987994E-7
901;4.115121136072375E-6
902;6.415601383480407E-11
903;0.0
904;1.0983547404919136E-11
905;3.759393501501229E-6
906;0.0
907;4.191068486592009E-6
908;5.6197419504577795E-6
909;3.9693408526719764E-7
910;0.0
911;7.019497738625091E-6
912;0.0
913;1.816429131995534E-6
914;2.5625725266209542E-6
915;5.777701581943795E-6
916;1.0191119559355144E-6
917;6.520317952229959E-9
918;0.0
919;1.0157505947461232E-8
920;4.042961976313819E-8
921;0.0
922;3.3306690738754696E-15
923;2.220446049250313E-16
924;0.0
925;1.0488276913633854E-12
926;1.9761969838327786E-14
927;2.4828250566599763E-11
928;4.3255671420272535E-6
929;0.0
930;0.0
931;3.565498907232012E-8
932;2.1657329263291558E-7
933;3.275719995254889E-8
934;6.321152190569279E-7
935;1.1942062938530285E-7
936;5.2830274155368784E-8
937;3.6594588581628784E-8
938;2.886579864025407E-15
939;1.2778667013435552E-13
940;2.5259128122456787E-10
941;0.0
942;1.1782671061055794E-8
943;7.038892843258537E-6
944;0.0
945;2.9110047705671604E-13
946;1.9735710580226495E-6
947;1.1820766587788967E-11
948;1.4253540403519338E-7
949;0.0
950;0.0
951;5.090192767287505E-8
952;2.300199408722392E-8
953;1.420017436970511E-10
954;0.0
955;0.0
956;9.680650059351592E-9
957;0.0
958;1.9655472457413836E-6
959;1.5770899031153363E-9
960;1.1546319456101628E-14
961;6.5844682091142914E-6
962;5.051750004980704E-7
963;2.9623441477610868E-9
964;1.1102230246251565E-16
965;0.0
966;2.885784694983684E-6
967;0.0
968;1.7370539451277978E-9
969;0.0
970;0.0
971;1.60596425047288E-10
972;2.902831015783036E-6
973;7.185205503912329E-7
974;1.2495466883422068E-9
975;2.0310826921443592E-6
976;0.0
977;2.400486651565892E-6
978;7.642944964247889E-6
979;6.300309441042984E-6
980;4.373723605510804E-12
981;6.862587732525682E-7
982;1.7208456881689926E-14
983;2.988101653889075E-7
984;0.0
985;4.564768442127942E-7
986;3.7645794259688614E-9
987;4.646923501994138E-6
988;8.892886427247504E-14
989;0.0
990;5.3400617261445404E-12
991;4.5138217386053725E-8
992;0.0
993;6.629660761814371E-6
994;1.4136573023293408E-9
995;1.1102230246251565E-16
996;0.0
997;6.790745743501247E-11
998;2.9852287308784753E-10
999;1.9262369477246466E-13
