controller;round;mobility;battery;memory_avaliable;signal_strentch;processing
controller 69;1;100;98;58;13.0;50
controller 93;7;100;96;89;16.0;75
controller 69;16;100;97;53;16.0;50
controller 66;26;100;93;95;20.0;50
controller 93;45;100;92;86;20.0;75
controller 69;46;100;96;54;18.0;50
controller 66;51;100;91;78;20.0;50
controller 91;56;100;84;65;17.0;75
controller 69;65;100;96;51;20.0;50
controller 66;66;100;91;58;18.0;50
controller 69;82;100;95;62;20.0;50
controller 93;96;100;88;84;19.0;75
controller 69;100;100;93;57;18.0;50
controller 89;102;100;73;82;20.0;50
controller 66;110;100;89;31;20.0;50
controller 69;111;100;93;57;18.0;50
controller 93;145;100;84;80;20.0;75
controller 69;147;100;88;80;19.0;50
controller 91;151;100;70;68;20.0;75
controller 66;153;100;83;52;20.0;50
controller 89;154;100;72;79;20.0;50
controller 69;160;100;88;87;20.0;50
controller 66;192;100;79;91;20.0;50
controller 93;211;100;81;80;20.0;75
controller 66;217;100;76;92;20.0;50
controller 69;223;100;80;98;19.0;50
controller 66;266;100;74;99;19.0;50
controller 69;273;100;73;94;19.0;50
controller 91;299;100;61;87;20.0;75
controller 93;304;100;75;80;20.0;75
controller 66;324;100;69;66;20.0;50
controller 69;326;100;63;78;20.0;50
controller 93;331;100;71;88;20.0;75
controller 89;347;100;60;94;18.0;50
controller 66;352;100;67;51;20.0;50
controller 91;365;100;54;95;20.0;75
controller 93;379;100;66;80;20.0;75
controller 66;381;100;67;73;20.0;50
controller 89;405;100;59;89;20.0;50
controller 66;410;100;64;80;20.0;50
controller 69;430;100;56;91;19.0;50
controller 66;435;100;61;86;20.0;50
controller 89;445;100;58;66;18.0;50
controller 18;448;100;76;83;20.0;0
controller 69;450;100;55;79;20.0;50
controller 66;455;100;60;72;20.0;50
controller 18;466;100;76;86;20.0;0
controller 69;472;100;53;98;19.0;50
controller 93;474;100;57;86;20.0;75
controller 66;478;100;57;83;15.0;50
controller 18;487;100;76;82;19.0;0
controller 91;490;100;36;85;20.0;75
controller 89;495;100;53;77;20.0;50
controller 66;497;100;56;57;20.0;50
controller 18;517;100;76;96;20.0;0
controller 66;522;100;55;84;20.0;50
controller 18;552;100;75;68;19.0;0
controller 66;554;100;52;84;19.0;50
controller 18;578;100;75;82;20.0;0
controller 66;580;100;50;75;20.0;50
controller 89;606;100;46;76;20.0;50
controller 66;611;100;49;89;20.0;50
controller 93;616;100;52;87;20.0;75
controller 69;620;100;44;94;17.0;50
controller 66;630;100;49;89;19.0;50
controller 18;635;100;72;65;20.0;0
controller 93;645;100;48;80;20.0;75
controller 66;647;100;47;79;20.0;50
controller 69;661;100;38;90;16.0;50
controller 89;662;100;43;70;18.0;50
controller 66;669;100;45;95;20.0;50
controller 89;721;100;39;72;18.0;50
controller 66;725;100;40;81;20.0;50
controller 18;730;100;69;98;20.0;0
controller 69;735;100;31;87;20.0;50
controller 93;738;100;44;89;14.0;75
controller 82;739;100;57;81;20.0;50
controller 66;741;100;38;68;18.0;50
controller 69;756;100;31;76;18.0;50
controller 72;760;100;52;80;20.0;50
controller 66;762;100;33;61;20.0;50
controller 93;763;100;43;80;19.0;75
controller 18;765;100;64;82;20.0;0
controller 89;767;100;38;91;20.0;50
controller 78;775;100;36;87;20.0;50
controller 69;777;100;27;75;20.0;50
controller 66;785;100;32;62;18.0;50
controller 93;787;100;39;82;20.0;75
controller 87;789;100;58;43;19.0;75
controller 69;802;100;25;72;20.0;50
controller 89;807;100;35;96;19.0;50
controller 66;820;100;30;77;20.0;50
controller 93;823;100;35;81;18.0;75
controller 18;835;100;58;80;17.0;0
controller 89;838;100;34;73;20.0;50
controller 66;860;100;26;73;20.0;50
controller 72;863;100;49;90;20.0;50
controller 89;864;100;32;91;20.0;50
controller 93;866;100;29;85;16.0;75
controller 69;868;100;21;70;19.0;50
controller 82;873;100;48;85;19.0;50
controller 18;879;100;54;74;17.0;0
controller 66;881;100;23;69;20.0;50
controller 89;885;100;32;75;20.0;50
