controller;round;mobility;battery;memory_avaliable;signal_strentch;processing
controller 58;1;90;83;73;5.954003;75
controller 35;4;98;97;78;19.933403;0
controller 60;8;100;93;84;7.8922033;50
controller 58;29;100;80;94;5.954003;75
controller 35;44;98;94;90;20.647202;0
controller 80;67;100;67;81;31.974604;50
controller 58;79;100;75;80;5.393473;75
controller 35;122;100;89;83;31.974604;0
controller 58;130;94;69;66;8.578597;75
controller 45;164;92;82;59;25.4903;0
controller 35;171;99;85;93;20.502708;0
controller 58;176;99;67;85;7.56873;75
controller 45;202;98;82;72;18.55771;0
controller 35;221;100;81;83;31.974604;0
controller 58;288;100;62;80;5.9220443;75
controller 35;300;99;72;95;37.004833;0
controller 58;339;96;60;72;11.51095;75
controller 51;452;96;65;77;13.365599;0
controller 35;486;99;62;80;17.669416;0
controller 58;492;98;46;80;4.0642805;75
controller 51;514;99;59;60;31.974604;0
controller 35;575;100;54;83;15.409784;0
controller 58;578;90;43;89;4.032501;75
controller 51;641;100;54;82;16.202738;0
controller 58;651;96;38;80;7.991893;75
controller 35;713;98;47;77;23.43329;0
controller 58;717;99;31;75;10.05886;75
controller 35;780;98;42;67;29.512424;0
controller 58;797;94;28;82;9.546806;75
controller 51;829;96;47;69;17.835932;0
controller 58;855;90;25;65;4.982072;75
controller 51;883;99;44;72;13.099341;0
