controller;round;mobility;battery;memory_avaliable;signal_strentch;processing
controller 66;1;98;92;100;19.933403;90
controller 28;11;98;75;69;24.816578;100
controller 55;18;100;97;79;31.974604;50
controller 15;21;98;65;53;23.077648;100
controller 66;26;100;91;88;6.2728515;90
controller 93;31;100;95;88;35.115314;75
controller 28;35;95;74;84;31.974604;100
controller 5;38;99;87;74;31.974604;75
controller 55;41;100;96;77;35.450138;50
controller 5;51;100;87;89;31.974604;75
controller 66;55;96;91;73;4.6029553;90
controller 28;62;93;72;90;31.974604;100
controller 15;82;99;61;63;6.2413034;100
controller 61;86;98;37;86;31.974604;100
controller 73;89;98;73;81;31.974604;50
controller 93;94;100;93;80;12.214005;75
controller 55;102;99;94;85;6.8823547;50
controller 28;107;91;69;76;9.305015;100
controller 66;111;99;89;57;7.9724517;90
controller 93;146;98;91;89;31.974604;75
controller 66;149;93;85;40;31.974604;90
controller 30;181;100;90;85;25.695171;90
controller 66;193;97;84;57;15.401695;90
controller 5;203;98;82;81;5.947258;75
controller 30;206;99;86;84;43.99377;90
controller 66;223;100;82;50;12.9333;90
controller 93;235;94;88;79;16.845606;75
controller 28;238;100;62;80;15.8013315;100
controller 30;243;95;82;66;10.995335;90
controller 55;257;98;87;81;31.974604;50
controller 71;275;97;68;83;31.974604;60
controller 28;304;99;60;82;31.974604;100
controller 66;310;100;76;27;31.974604;90
controller 71;314;99;64;76;31.974604;60
controller 30;317;95;81;71;15.439769;90
controller 55;331;98;83;80;31.974604;50
controller 93;364;98;83;81;20.852413;75
controller 66;367;99;74;20;19.916294;90
controller 55;371;100;80;81;31.974604;50
controller 73;381;100;56;81;23.675161;50
controller 32;396;98;58;81;29.927723;90
controller 93;403;96;82;82;16.3191;75
controller 71;419;94;58;88;23.520145;60
controller 73;446;99;54;79;31.974604;50
controller 71;449;95;57;81;11.515185;60
controller 55;461;93;74;80;31.974604;50
controller 16;472;97;36;87;31.974604;75
controller 68;475;98;25;79;31.974604;50
controller 71;485;98;54;79;4.1376524;60
controller 32;488;86;51;80;15.271274;90
controller 90;492;100;65;65;31.974604;60
controller 32;513;96;47;80;9.197309;90
controller 30;516;99;72;80;13.183092;90
controller 9;554;97;17;79;31.974604;90
controller 73;557;97;44;76;31.974604;50
controller 5;561;100;64;76;8.91119;75
controller 9;572;97;16;88;15.156417;90
controller 93;575;99;74;88;1.8731773;75
controller 9;585;97;16;62;31.974604;90
controller 55;590;97;65;62;85.82717;50
controller 73;605;94;42;52;31.974604;50
controller 93;626;98;67;100;48.969284;75
controller 55;636;100;64;82;31.974604;50
controller 71;676;100;47;84;14.033254;60
controller 93;707;97;66;80;31.974604;75
controller 30;713;94;51;80;1.1468228;90
controller 66;747;99;55;21;31.974604;90
controller 55;751;100;60;83;10.987704;50
controller 30;757;94;48;83;21.720802;90
controller 71;772;99;40;76;31.974604;60
controller 55;801;98;57;79;12.22835;50
controller 71;806;96;35;71;11.373555;60
controller 5;814;93;52;80;20.430288;75
controller 71;827;94;33;84;14.101684;60
controller 93;871;98;61;87;8.8931055;75
controller 66;874;92;52;23;31.974604;90
controller 55;879;99;54;88;11.700743;50
controller 71;894;98;29;81;33.22503;60
controller 28;899;90;20;87;25.750404;100
