controller;round;mobility;battery;memory_avaliable;signal_strentch;processing
controller 3;1;100;82;60;15.0;90
controller 92;3;100;90;81;14.0;60
controller 57;7;100;74;80;16.0;90
controller 5;62;100;87;81;18.0;100
controller 30;71;100;97;79;17.0;75
controller 15;76;100;93;53;18.0;50
controller 19;83;100;77;89;20.0;60
controller 5;86;100;87;82;16.0;100
controller 30;94;100;97;79;18.0;75
controller 57;123;100;74;88;18.0;90
controller 30;139;100;97;83;19.0;75
controller 3;144;100;82;53;11.0;90
controller 5;146;100;87;84;15.0;100
controller 30;167;100;97;84;20.0;75
controller 5;200;100;87;81;17.0;100
controller 30;203;100;97;81;19.0;75
controller 15;234;100;93;53;19.0;50
controller 30;235;100;97;86;20.0;75
controller 5;287;100;87;73;16.0;100
controller 39;300;100;94;81;20.0;90
controller 30;304;100;97;80;14.0;75
controller 57;311;100;74;93;16.0;90
controller 30;328;100;97;80;18.0;75
controller 5;343;100;87;80;15.0;100
controller 39;352;100;94;81;19.0;90
controller 30;357;100;97;83;13.0;75
controller 19;363;100;77;70;19.0;60
controller 5;369;100;87;87;16.0;100
controller 57;385;100;74;84;17.0;90
controller 5;395;100;87;82;19.0;100
controller 57;455;100;74;86;18.0;90
controller 5;461;100;87;88;17.0;100
controller 19;490;100;77;87;19.0;60
controller 5;492;100;87;79;15.0;100
controller 79;503;100;91;83;19.0;90
controller 98;505;100;100;90;17.0;75
controller 65;509;100;89;80;18.0;90
controller 57;514;100;74;56;20.0;90
controller 5;633;100;87;85;16.0;100
controller 79;646;100;91;94;19.0;90
controller 5;661;100;87;83;19.0;100
controller 79;675;100;91;79;20.0;90
controller 65;688;100;89;79;16.0;90
controller 22;690;100;94;81;14.0;90
controller 5;692;100;87;66;17.0;100
controller 65;723;100;89;85;20.0;90
controller 5;725;100;87;79;15.0;100
controller 79;728;100;91;81;19.0;90
controller 57;729;100;74;83;10.0;90
controller 19;748;100;77;60;20.0;60
controller 72;750;100;88;80;20.0;50
controller 5;752;100;87;94;18.0;100
controller 57;786;100;74;51;16.0;90
controller 5;788;100;87;86;18.0;100
controller 83;799;100;99;83;12.0;100
controller 65;801;100;89;82;17.0;90
controller 19;808;100;77;53;20.0;60
controller 5;823;100;87;81;15.0;100
controller 57;827;100;74;65;18.0;90
