controller;round;mobility;battery;memory_avaliable;signal_strentch;processing
controller 41;1;100;100;51;11.0;90
controller 55;2;100;99;96;11.0;100
controller 98;15;100;87;54;12.0;100
controller 55;67;100;99;81;13.0;100
controller 46;80;100;99;81;15.0;60
controller 55;195;100;99;79;15.0;100
controller 46;197;100;99;79;15.0;60
controller 55;235;100;99;85;14.0;100
controller 98;250;100;87;81;10.0;100
controller 55;263;100;99;81;18.0;100
controller 98;337;100;87;63;15.0;100
controller 55;434;100;99;87;18.0;100
controller 98;438;100;87;73;16.0;100
controller 55;473;100;99;81;16.0;100
controller 98;501;100;87;59;16.0;100
controller 55;503;100;99;79;19.0;100
controller 98;561;100;87;85;11.0;100
controller 55;592;100;99;79;14.0;100
controller 5;596;100;99;77;16.0;50
controller 98;617;100;87;67;12.0;100
controller 46;667;100;99;91;17.0;60
controller 98;688;100;87;88;16.0;100
controller 46;742;100;99;81;20.0;60
controller 98;810;100;87;93;16.0;100
controller 5;890;100;99;86;15.0;50
controller 55;891;100;99;89;16.0;100
