node 1;node 2;node 3;node 4;node 5
69;96;60;57;44
69;96;60;57;44
69;96;60;57;43
69;96;60;57;43
69;96;60;57;43
69;96;60;57;43
69;95;59;57;43
69;95;59;57;43
69;95;58;57;43
69;95;58;57;43
69;94;58;57;43
69;94;58;57;43
69;93;58;57;43
69;93;58;57;42
69;92;58;57;42
69;92;58;56;42
69;92;58;56;42
69;92;58;56;42
68;92;58;55;42
68;91;58;55;42
68;91;58;55;42
68;91;58;55;42
68;91;58;55;42
68;91;58;55;42
68;91;58;55;42
68;91;58;55;42
68;91;58;55;42
68;90;58;55;41
68;90;58;55;41
68;90;58;55;41
68;90;58;55;41
68;90;58;55;41
68;90;58;55;41
68;89;58;55;41
68;89;58;55;41
68;89;58;55;41
68;89;58;55;41
68;88;58;55;41
68;88;58;54;41
68;88;58;54;41
68;88;58;54;41
68;88;58;54;41
68;88;58;54;41
68;88;58;54;41
68;88;58;54;41
68;88;58;54;41
68;87;58;54;41
68;87;58;54;41
68;87;58;54;41
68;87;58;54;41
68;87;57;54;41
68;87;57;54;41
68;87;57;54;41
68;86;57;54;41
67;86;56;53;41
67;86;56;53;41
67;86;56;53;41
67;86;56;53;41
67;85;56;53;41
67;84;56;53;41
67;84;56;53;41
67;84;55;53;41
67;83;55;53;41
67;83;55;53;41
67;83;55;53;41
67;83;54;53;41
66;83;54;53;41
66;83;54;53;41
66;83;53;53;41
66;82;52;53;41
66;82;52;53;41
66;82;52;53;41
66;81;52;53;41
66;81;52;53;41
66;81;51;53;41
65;81;51;53;41
65;80;50;53;41
65;80;50;53;41
65;79;50;53;41
65;79;50;53;41
65;79;50;53;41
65;79;50;53;41
65;79;50;53;41
65;79;50;53;41
65;78;50;53;41
65;78;50;53;41
65;78;50;53;41
65;78;50;53;41
65;78;50;53;41
65;78;50;53;40
64;78;50;53;39
64;78;50;53;39
64;78;49;53;38
64;78;49;53;38
64;78;49;53;38
64;77;49;53;38
64;77;49;53;38
64;76;49;53;38
64;76;49;53;38
64;76;49;53;38
64;76;49;53;38
64;76;49;53;38
64;76;49;53;37
64;76;49;53;37
64;75;49;53;37
64;75;49;53;36
64;75;49;53;35
64;75;49;53;34
64;75;48;53;34
64;75;48;53;33
64;75;48;53;33
64;75;48;53;33
64;75;48;53;33
64;75;48;52;33
64;75;48;52;32
64;75;47;52;32
64;75;47;52;32
64;75;47;51;32
64;75;47;51;32
64;75;47;51;32
64;75;46;51;32
64;75;45;51;32
64;75;45;51;32
64;75;45;51;31
64;75;45;51;31
64;75;45;51;31
64;75;45;51;31
64;74;45;51;30
64;74;45;51;30
64;73;45;51;30
64;73;45;50;30
64;73;45;49;30
64;73;45;49;30
64;73;45;49;30
64;73;45;49;30
64;73;45;49;30
64;73;45;49;30
64;73;45;49;30
64;73;45;49;29
64;73;45;49;29
64;73;45;49;28
64;73;45;49;28
64;73;45;49;28
64;73;45;49;28
64;73;45;49;28
64;72;45;49;28
64;72;45;49;28
64;72;45;49;28
64;72;45;49;28
64;72;45;49;28
64;71;45;49;28
64;71;45;49;28
64;71;45;49;28
64;70;45;48;28
64;70;45;48;28
64;70;45;48;27
64;70;45;48;26
64;70;45;48;26
64;69;45;48;26
64;69;45;48;26
64;68;45;48;26
64;68;45;48;25
64;68;45;48;25
64;68;45;48;25
64;68;45;48;25
64;68;45;48;25
64;68;45;48;25
64;67;45;48;25
64;67;45;48;25
64;67;45;48;25
64;67;44;48;25
64;67;44;48;25
64;67;44;48;25
64;66;44;48;24
