controller;battery;memory_avaliable;total_memory_avaliable
controller 39;96;92;1884
controller 39;96;97;1987
controller 39;96;97;1987
controller 39;96;95;1946
controller 39;96;95;1946
controller 39;96;94;1925
controller 39;96;95;1946
controller 39;96;95;1946
controller 39;96;95;1946
controller 39;96;95;1946
controller 39;96;93;1905
controller 39;96;93;1905
controller 39;96;92;1884
controller 39;96;92;1884
controller 39;96;81;1659
controller 39;96;81;1659
controller 39;96;84;1720
controller 39;96;81;1659
controller 39;96;86;1761
controller 39;96;86;1761
controller 39;96;84;1720
controller 39;96;84;1720
controller 39;96;79;1618
controller 39;96;74;1516
controller 39;96;74;1516
controller 39;96;74;1516
controller 39;96;74;1516
controller 39;96;74;1516
controller 39;96;69;1413
controller 39;96;72;1475
controller 39;96;72;1475
controller 39;96;73;1495
controller 39;96;73;1495
controller 39;96;78;1597
controller 39;96;78;1597
controller 39;96;77;1577
controller 39;96;77;1577
controller 39;96;77;1577
controller 39;96;78;1597
controller 39;96;71;1454
controller 39;96;72;1475
controller 39;96;72;1475
controller 39;96;67;1372
controller 39;96;70;1434
controller 39;96;70;1434
controller 39;96;70;1434
controller 39;96;69;1413
controller 39;96;75;1536
controller 39;96;75;1536
controller 39;96;75;1536
controller 39;96;75;1536
controller 39;96;75;1536
controller 39;96;75;1536
controller 39;96;75;1536
controller 39;96;75;1536
controller 39;96;68;1393
controller 39;96;69;1413
controller 39;96;69;1413
controller 39;96;69;1413
controller 39;96;69;1413
controller 39;96;68;1393
controller 39;96;70;1434
controller 39;96;67;1372
controller 39;96;67;1372
controller 39;96;67;1372
controller 39;96;67;1372
controller 39;96;67;1372
controller 39;96;67;1372
controller 39;96;67;1372
controller 39;96;73;1495
controller 39;96;79;1618
controller 39;96;79;1618
controller 39;96;73;1495
controller 39;96;72;1475
controller 39;96;78;1597
controller 39;96;79;1618
controller 39;96;84;1720
controller 39;96;84;1720
controller 39;96;83;1700
controller 39;96;83;1700
controller 39;96;80;1638
controller 39;96;75;1536
controller 39;96;76;1556
controller 39;96;80;1638
controller 39;96;80;1638
controller 39;96;82;1679
controller 39;96;82;1679
controller 39;96;84;1720
controller 39;96;88;1802
controller 39;96;88;1802
controller 39;96;88;1802
controller 39;96;88;1802
controller 39;96;76;1556
controller 39;96;78;1597
controller 39;96;70;1434
controller 39;96;70;1434
controller 39;96;70;1434
controller 39;96;70;1434
controller 39;96;69;1413
controller 39;96;69;1413
controller 39;96;69;1413
controller 39;96;60;1229
controller 39;96;60;1229
controller 39;96;60;1229
controller 39;96;66;1352
controller 39;96;66;1352
controller 39;96;79;1618
controller 39;96;83;1700
controller 39;96;83;1700
controller 39;96;82;1679
controller 39;96;82;1679
controller 39;96;82;1679
controller 39;96;82;1679
controller 39;96;82;1679
controller 39;96;82;1679
controller 39;96;84;1720
controller 39;96;84;1720
controller 39;96;84;1720
controller 39;96;75;1536
controller 39;96;81;1659
controller 39;96;81;1659
