controller;battery;memory_avaliable;total_memory_avaliable
controller 41;100;51;1044
controller 41;100;51;1044
controller 55;99;96;983
controller 55;99;97;993
controller 55;99;97;993
controller 55;99;97;993
controller 55;99;91;932
controller 55;99;88;901
controller 55;99;88;901
controller 55;99;83;850
controller 55;99;83;850
controller 55;99;83;850
controller 55;99;83;850
controller 55;99;79;809
controller 55;99;76;778
controller 98;87;54;1106
controller 98;87;54;1106
controller 98;87;54;1106
controller 98;87;57;1167
controller 98;87;57;1167
controller 98;87;59;1208
controller 98;87;59;1208
controller 98;87;54;1106
controller 98;87;54;1106
controller 98;87;60;1229
controller 98;87;60;1229
controller 98;87;58;1188
controller 98;87;58;1188
controller 98;87;58;1188
controller 98;87;60;1229
controller 98;87;65;1331
controller 98;87;65;1331
controller 98;87;65;1331
controller 98;87;65;1331
controller 98;87;68;1393
controller 98;87;68;1393
controller 98;87;65;1331
controller 98;87;65;1331
controller 98;87;65;1331
controller 98;87;65;1331
controller 98;87;64;1311
controller 98;87;64;1311
controller 98;87;71;1454
controller 98;87;68;1393
controller 98;87;65;1331
controller 98;87;65;1331
controller 98;87;64;1311
controller 98;87;63;1290
controller 98;87;60;1229
controller 98;87;60;1229
controller 98;87;59;1208
controller 98;87;60;1229
controller 98;87;60;1229
controller 98;87;71;1454
controller 98;87;71;1454
controller 98;87;71;1454
controller 98;87;71;1454
controller 98;87;79;1618
controller 98;87;79;1618
controller 98;87;81;1659
controller 98;87;81;1659
controller 98;87;78;1597
controller 98;87;78;1597
controller 98;87;78;1597
controller 98;87;78;1597
controller 98;87;78;1597
controller 98;87;78;1597
controller 55;99;79;809
controller 55;99;79;809
controller 55;99;79;809
controller 55;99;80;819
controller 55;99;80;819
controller 55;99;85;870
controller 55;99;85;870
controller 55;99;85;870
controller 55;99;80;819
controller 55;99;80;819
controller 55;99;81;829
controller 55;99;81;829
controller 55;99;88;901
controller 46;99;81;1659
controller 46;99;81;1659
controller 46;99;81;1659
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;78;1597
controller 46;99;79;1618
controller 46;99;73;1495
controller 46;99;73;1495
controller 46;99;73;1495
controller 46;99;74;1516
controller 46;99;74;1516
controller 46;99;80;1638
controller 46;99;83;1700
controller 46;99;78;1597
controller 46;99;83;1700
controller 46;99;82;1679
controller 46;99;84;1720
controller 46;99;89;1823
controller 46;99;86;1761
controller 46;99;86;1761
controller 46;99;86;1761
controller 46;99;87;1782
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;79;1618
controller 46;99;86;1761
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;83;1700
controller 46;99;83;1700
controller 46;99;83;1700
controller 46;99;84;1720
controller 46;99;86;1761
controller 46;99;86;1761
controller 46;99;86;1761
controller 46;99;87;1782
controller 46;99;79;1618
controller 46;99;79;1618
controller 46;99;79;1618
controller 46;99;79;1618
controller 46;99;83;1700
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;85;1741
controller 46;99;85;1741
controller 46;99;78;1597
controller 46;99;88;1802
controller 46;99;86;1761
controller 46;99;85;1741
controller 46;99;84;1720
controller 46;99;84;1720
controller 46;99;83;1700
controller 46;99;83;1700
controller 46;99;83;1700
controller 46;99;82;1679
controller 46;99;78;1597
controller 46;99;81;1659
controller 46;99;78;1597
controller 46;99;78;1597
controller 46;99;78;1597
controller 46;99;76;1556
controller 46;99;77;1577
controller 46;99;76;1556
controller 46;99;76;1556
controller 46;99;77;1577
controller 46;99;78;1597
controller 46;99;78;1597
controller 46;99;84;1720
controller 46;99;84;1720
controller 46;99;74;1516
controller 46;99;74;1516
controller 46;99;75;1536
controller 46;99;75;1536
controller 46;99;76;1556
controller 46;99;76;1556
controller 46;99;76;1556
controller 46;99;77;1577
controller 46;99;77;1577
controller 46;99;77;1577
controller 46;99;77;1577
controller 46;99;79;1618
controller 46;99;79;1618
controller 46;99;79;1618
controller 46;99;80;1638
controller 46;99;76;1556
controller 46;99;76;1556
controller 46;99;76;1556
controller 46;99;92;1884
controller 46;99;92;1884
controller 46;99;88;1802
controller 46;99;82;1679
controller 46;99;82;1679
controller 46;99;81;1659
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;81;1659
controller 46;99;81;1659
controller 46;99;78;1597
controller 46;99;78;1597
controller 46;99;84;1720
controller 46;99;80;1638
controller 46;99;83;1700
controller 55;99;74;758
controller 55;99;75;768
controller 46;99;79;1618
controller 46;99;94;1925
controller 46;99;94;1925
controller 46;99;94;1925
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;84;1720
controller 46;99;84;1720
controller 46;99;83;1700
controller 46;99;84;1720
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;83;1700
controller 46;99;83;1700
controller 46;99;83;1700
controller 46;99;88;1802
controller 46;99;88;1802
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;80;1638
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;87;1782
controller 46;99;83;1700
controller 46;99;79;1618
controller 46;99;84;1720
controller 46;99;84;1720
controller 55;99;83;850
controller 55;99;85;870
controller 55;99;81;829
controller 55;99;81;829
controller 55;99;80;819
controller 55;99;80;819
controller 55;99;80;819
controller 55;99;94;963
controller 55;99;89;911
controller 55;99;89;911
controller 55;99;85;870
controller 55;99;85;870
controller 55;99;82;840
controller 55;99;82;840
controller 55;99;76;778
controller 98;87;81;1659
controller 98;87;77;1577
controller 98;87;77;1577
controller 98;87;81;1659
controller 98;87;81;1659
controller 98;87;81;1659
