controller;battery;memory_avaliable;total_memory_avaliable
controller 5;96;76;1556
controller 5;96;76;1556
controller 5;96;73;1495
controller 5;96;73;1495
controller 5;96;73;1495
controller 5;96;73;1495
controller 5;96;70;1434
controller 5;96;70;1434
controller 5;96;67;1372
controller 5;96;67;1372
controller 5;96;67;1372
controller 5;96;67;1372
controller 5;96;67;1372
controller 5;96;62;1270
controller 5;96;56;1147
controller 5;96;56;1147
controller 5;96;56;1147
controller 5;96;56;1147
controller 5;96;56;1147
controller 5;96;65;1331
controller 5;96;65;1331
controller 5;96;59;1208
controller 5;96;59;1208
controller 5;96;75;1536
controller 5;96;72;1475
controller 5;96;73;1495
controller 5;96;73;1495
controller 5;96;72;1475
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;67;1372
controller 5;96;65;1331
controller 5;96;65;1331
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;61;1249
controller 5;96;52;1065
controller 5;96;44;901
controller 5;96;51;1044
controller 5;96;51;1044
controller 5;96;51;1044
controller 5;96;40;819
controller 5;96;40;819
controller 5;96;39;799
controller 19;96;48;983
controller 19;96;48;983
controller 5;96;56;1147
controller 5;96;55;1126
controller 5;96;54;1106
controller 5;96;54;1106
controller 5;96;47;963
controller 5;96;47;963
controller 5;96;47;963
controller 5;96;47;963
controller 5;96;47;963
controller 5;96;52;1065
controller 5;96;52;1065
controller 5;96;52;1065
controller 5;96;53;1085
controller 5;96;58;1188
controller 5;96;58;1188
controller 5;96;59;1208
controller 5;96;55;1126
controller 5;96;65;1331
controller 5;96;65;1331
controller 5;96;66;1352
controller 5;96;66;1352
controller 5;96;69;1413
controller 5;96;69;1413
controller 5;96;77;1577
controller 5;96;77;1577
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;87;1782
controller 5;96;87;1782
controller 5;96;87;1782
controller 5;96;87;1782
controller 5;96;87;1782
controller 5;96;93;1905
controller 5;96;94;1925
controller 5;96;94;1925
controller 5;96;94;1925
controller 5;96;94;1925
controller 5;96;94;1925
controller 5;96;94;1925
controller 5;96;95;1946
controller 5;96;95;1946
controller 5;96;73;1495
controller 5;96;72;1475
controller 5;96;72;1475
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;74;1516
controller 5;96;78;1597
controller 5;96;76;1556
controller 5;96;70;1434
controller 5;96;70;1434
controller 5;96;61;1249
controller 5;96;61;1249
controller 5;96;61;1249
controller 5;96;69;1413
controller 5;96;62;1270
controller 5;96;62;1270
controller 5;96;57;1167
controller 5;96;57;1167
controller 5;96;58;1188
controller 5;96;58;1188
controller 5;96;54;1106
controller 5;96;62;1270
controller 5;96;66;1352
controller 5;96;69;1413
controller 5;96;69;1413
controller 5;96;69;1413
controller 5;96;66;1352
controller 5;96;66;1352
controller 5;96;69;1413
controller 5;96;72;1475
controller 5;96;72;1475
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;66;1352
controller 5;96;67;1372
controller 5;96;67;1372
controller 5;96;65;1331
controller 5;96;65;1331
controller 5;96;65;1331
controller 5;96;72;1475
controller 5;96;68;1393
controller 5;96;68;1393
controller 5;96;68;1393
controller 5;96;64;1311
controller 5;96;77;1577
controller 5;96;77;1577
controller 5;96;73;1495
controller 5;96;69;1413
controller 5;96;71;1454
controller 5;96;63;1290
controller 5;96;63;1290
controller 5;96;70;1434
controller 5;96;77;1577
controller 5;96;77;1577
controller 5;96;77;1577
controller 5;96;79;1618
controller 5;96;81;1659
controller 5;96;81;1659
controller 5;96;81;1659
controller 5;96;75;1536
controller 5;96;72;1475
controller 5;96;75;1536
controller 5;96;75;1536
controller 5;96;79;1618
controller 5;96;83;1700
