controller;battery;memory_avaliable;total_memory_avaliable
controller 80;92;57;1167
controller 80;92;57;1167
controller 80;92;57;1167
controller 80;92;56;1147
controller 80;92;56;1147
controller 80;92;56;1147
controller 80;92;56;1147
controller 80;92;56;1147
controller 80;92;56;1147
controller 97;89;50;1024
controller 97;89;47;963
controller 97;89;46;942
controller 97;89;49;1004
controller 97;89;49;1004
controller 97;89;49;1004
controller 97;89;46;942
controller 97;89;48;983
controller 97;89;48;983
controller 97;89;48;983
controller 97;89;48;983
controller 97;89;40;819
controller 97;89;40;819
controller 97;89;40;819
controller 97;89;40;819
controller 97;89;40;819
controller 97;89;41;840
controller 97;89;41;840
controller 97;89;41;840
controller 97;89;41;840
controller 97;89;41;840
controller 97;89;36;737
controller 9;83;83;850
controller 9;83;83;850
controller 9;83;83;850
controller 9;83;83;850
controller 9;83;79;809
controller 9;83;80;819
controller 9;83;87;891
controller 97;89;56;1147
controller 97;89;58;1188
controller 97;89;58;1188
controller 97;89;58;1188
controller 97;89;58;1188
controller 97;89;58;1188
controller 97;89;58;1188
controller 97;89;58;1188
controller 97;89;55;1126
controller 97;89;63;1290
controller 97;89;63;1290
controller 97;89;61;1249
