controller;battery;memory_avaliable;total_memory_avaliable
controller 3;82;60;1229
controller 3;82;55;1126
controller 3;82;55;1126
controller 92;90;81;1659
controller 92;90;81;1659
controller 92;90;81;1659
controller 92;90;80;1638
controller 57;74;81;1659
controller 57;74;74;1516
controller 57;74;73;1495
controller 57;74;73;1495
controller 57;74;80;1638
controller 57;74;73;1495
controller 57;74;73;1495
controller 57;74;70;1434
controller 57;74;63;1290
controller 57;74;64;1311
controller 57;74;65;1331
controller 57;74;71;1454
controller 57;74;71;1454
controller 57;74;71;1454
controller 57;74;71;1454
controller 57;74;71;1454
controller 57;74;71;1454
controller 57;74;68;1393
controller 57;74;68;1393
controller 57;74;68;1393
controller 57;74;60;1229
controller 57;74;56;1147
controller 57;74;57;1167
controller 57;74;57;1167
controller 57;74;64;1311
controller 57;74;64;1311
controller 57;74;65;1331
controller 57;74;65;1331
controller 57;74;69;1413
controller 57;74;82;1679
controller 57;74;85;1741
controller 57;74;85;1741
controller 57;74;72;1475
controller 57;74;67;1372
controller 57;74;69;1413
controller 57;74;72;1475
controller 57;74;76;1556
controller 57;74;81;1659
controller 57;74;78;1597
controller 57;74;80;1638
controller 57;74;80;1638
controller 57;74;80;1638
controller 57;74;82;1679
controller 57;74;82;1679
controller 57;74;84;1720
controller 57;74;81;1659
controller 57;74;81;1659
controller 57;74;86;1761
controller 57;74;94;1925
controller 57;74;94;1925
controller 57;74;94;1925
controller 57;74;97;1987
controller 57;74;99;2028
controller 57;74;91;1864
controller 57;74;91;1864
controller 5;87;81;829
controller 5;87;85;870
controller 5;87;85;870
controller 5;87;81;829
controller 5;87;81;829
controller 5;87;81;829
controller 5;87;84;860
controller 5;87;81;829
controller 5;87;80;819
controller 30;97;79;809
controller 30;97;79;809
controller 30;97;79;809
controller 30;97;81;829
controller 30;97;72;737
controller 15;93;53;1085
controller 15;93;53;1085
controller 15;93;51;1044
controller 15;93;51;1044
controller 15;93;51;1044
controller 15;93;51;1044
controller 15;93;51;1044
controller 19;77;84;1720
controller 19;77;84;1720
controller 19;77;78;1597
controller 5;87;82;840
controller 5;87;81;829
controller 5;87;81;829
controller 5;87;79;809
controller 5;87;79;809
controller 5;87;81;829
controller 5;87;81;829
controller 5;87;82;840
controller 30;97;79;809
controller 30;97;79;809
controller 30;97;83;850
controller 30;97;82;840
controller 30;97;82;840
controller 30;97;85;870
controller 30;97;80;819
controller 30;97;84;860
controller 30;97;84;860
controller 30;97;84;860
controller 30;97;81;829
controller 30;97;81;829
controller 30;97;81;829
controller 30;97;96;983
controller 30;97;97;993
controller 30;97;97;993
controller 30;97;92;942
controller 30;97;91;932
controller 30;97;91;932
controller 30;97;91;932
controller 30;97;87;891
controller 30;97;87;891
controller 30;97;87;891
controller 30;97;82;840
controller 30;97;82;840
controller 30;97;81;829
controller 30;97;81;829
controller 30;97;81;829
controller 30;97;76;778
controller 57;74;87;1782
controller 57;74;88;1802
controller 57;74;88;1802
controller 57;74;88;1802
controller 57;74;85;1741
controller 57;74;85;1741
controller 57;74;85;1741
controller 57;74;85;1741
controller 57;74;86;1761
controller 57;74;86;1761
controller 57;74;86;1761
controller 57;74;87;1782
controller 57;74;97;1987
controller 57;74;97;1987
controller 57;74;96;1966
controller 57;74;96;1966
controller 30;97;86;881
controller 30;97;86;881
controller 30;97;84;860
controller 30;97;76;778
controller 30;97;76;778
controller 3;82;56;1147
controller 3;82;52;1065
controller 5;87;84;860
controller 5;87;88;901
controller 5;87;88;901
controller 5;87;88;901
controller 5;87;88;901
controller 5;87;81;829
controller 5;87;75;768
controller 5;87;72;737
controller 5;87;72;737
controller 5;87;69;707
controller 5;87;74;758
controller 5;87;74;758
controller 5;87;78;799
controller 5;87;79;809
controller 5;87;79;809
controller 5;87;79;809
controller 5;87;83;850
controller 5;87;82;840
controller 5;87;81;829
controller 5;87;81;829
controller 5;87;81;829
controller 30;97;84;860
controller 30;97;84;860
controller 30;97;83;850
controller 30;97;85;870
controller 30;97;85;870
controller 30;97;85;870
controller 30;97;71;727
controller 30;97;83;850
controller 30;97;80;819
controller 30;97;80;819
controller 30;97;85;870
controller 30;97;85;870
controller 30;97;84;860
controller 30;97;84;860
controller 30;97;84;860
controller 30;97;83;850
controller 30;97;83;850
controller 30;97;82;840
controller 30;97;80;819
controller 30;97;80;819
controller 30;97;80;819
controller 30;97;80;819
controller 30;97;80;819
controller 30;97;81;829
controller 30;97;85;870
