controller;battery;memory_avaliable;total_memory_avaliable
controller 58;83;73;1495
controller 58;83;77;1577
controller 58;83;79;1618
controller 58;82;79;1618
controller 35;97;78;1597
controller 35;97;80;1638
controller 35;97;79;1618
controller 35;97;87;1782
controller 60;93;84;860
controller 60;92;87;891
controller 60;92;87;891
controller 60;92;93;952
controller 60;92;98;1004
controller 60;92;98;1004
controller 60;92;98;1004
controller 60;92;98;1004
controller 60;91;98;1004
controller 60;91;98;1004
controller 60;91;91;932
controller 60;91;92;942
controller 60;91;92;942
controller 60;91;92;942
controller 60;91;92;942
controller 60;91;92;942
controller 60;91;97;993
controller 60;91;100;1024
controller 60;91;98;1004
controller 60;91;97;993
controller 60;91;97;993
controller 58;80;94;1925
controller 58;80;94;1925
controller 58;80;86;1761
controller 58;80;85;1741
controller 58;80;85;1741
controller 58;80;85;1741
controller 58;79;85;1741
controller 58;78;85;1741
controller 58;78;82;1679
controller 58;78;79;1618
controller 58;78;79;1618
controller 58;78;79;1618
controller 58;78;76;1556
controller 58;78;76;1556
controller 58;78;76;1556
controller 35;94;90;1843
controller 35;94;91;1864
controller 35;94;91;1864
controller 35;94;92;1884
controller 35;94;84;1720
controller 35;94;83;1700
controller 35;93;83;1700
controller 35;93;82;1679
controller 35;93;82;1679
controller 35;93;75;1536
controller 35;93;76;1556
controller 35;93;76;1556
controller 35;93;76;1556
controller 35;92;76;1556
controller 35;92;76;1556
controller 35;91;76;1556
controller 35;91;76;1556
controller 35;91;90;1843
controller 35;91;79;1618
controller 35;91;83;1700
controller 35;91;83;1700
controller 35;91;83;1700
controller 35;91;88;1802
controller 80;67;81;829
controller 80;67;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 80;66;81;829
controller 58;75;80;1638
controller 58;75;80;1638
controller 58;75;84;1720
controller 58;74;81;1659
controller 58;74;80;1638
controller 58;74;81;1659
controller 58;74;77;1577
controller 58;74;77;1577
controller 58;74;77;1577
controller 58;74;77;1577
controller 58;74;77;1577
controller 58;74;74;1516
controller 58;74;73;1495
controller 58;74;73;1495
controller 58;74;71;1454
controller 58;74;68;1393
controller 58;73;68;1393
controller 58;73;73;1495
controller 58;73;73;1495
controller 58;72;73;1495
