controller;battery;memory_avaliable;total_memory_avaliable
controller 45;76;72;1475
controller 45;76;74;1516
controller 45;75;81;1659
controller 45;75;80;1638
controller 45;75;80;1638
controller 45;75;80;1638
controller 45;74;80;1638
controller 45;74;80;1638
controller 45;74;80;1638
controller 45;74;85;1741
controller 45;73;82;1679
controller 45;73;77;1577
controller 45;73;77;1577
controller 45;73;78;1597
controller 45;73;78;1597
controller 45;72;78;1597
controller 45;72;78;1597
controller 45;72;81;1659
controller 45;72;69;1413
controller 45;72;69;1413
controller 45;72;69;1413
controller 45;72;72;1475
controller 45;72;72;1475
controller 45;71;74;1516
controller 45;71;73;1495
controller 45;70;73;1495
controller 80;86;88;901
controller 80;86;88;901
controller 80;85;88;901
controller 80;84;88;901
controller 36;90;75;768
controller 36;89;75;768
controller 36;88;75;768
controller 29;83;80;1638
controller 29;83;84;1720
controller 29;83;83;1700
controller 38;76;89;1823
controller 38;76;85;1741
controller 38;76;88;1802
controller 38;75;88;1802
controller 39;46;81;1659
controller 39;45;72;1475
controller 39;44;83;1700
controller 39;44;83;1700
controller 39;43;85;1741
controller 39;43;85;1741
controller 39;43;85;1741
controller 39;43;85;1741
controller 86;94;90;461
controller 86;94;88;451
controller 86;94;88;451
controller 86;94;88;451
controller 86;94;87;445
controller 86;94;86;440
controller 86;94;86;440
controller 29;80;80;1638
controller 1;75;60;77
controller 1;75;69;88
controller 1;75;69;88
controller 59;98;81;104
controller 59;97;81;104
controller 59;97;76;97
controller 59;97;76;97
controller 38;74;71;1454
controller 38;74;71;1454
controller 38;74;71;1454
controller 38;74;68;1393
controller 38;74;65;1331
controller 38;74;65;1331
controller 38;74;65;1331
controller 38;74;58;1188
controller 38;74;63;1290
controller 38;74;63;1290
controller 38;74;56;1147
controller 38;74;55;1126
controller 38;74;54;1106
controller 38;74;54;1106
controller 38;73;39;799
controller 38;73;40;819
controller 38;73;42;860
controller 38;73;42;860
controller 38;73;43;881
controller 38;73;43;881
controller 8;88;47;241
controller 8;88;46;236
controller 8;88;51;261
controller 29;79;78;1597
controller 29;79;86;1761
controller 29;78;86;1761
controller 29;77;86;1761
controller 29;77;76;1556
controller 29;77;76;1556
controller 29;77;79;1618
controller 29;77;79;1618
controller 29;77;79;1618
controller 29;77;82;1679
controller 29;77;82;1679
controller 29;76;82;1679
controller 29;75;79;1618
controller 29;74;79;1618
controller 29;74;80;1638
controller 29;74;88;1802
controller 29;74;92;1884
controller 29;74;78;1597
controller 29;74;78;1597
controller 29;74;78;1597
controller 29;74;78;1597
controller 29;74;75;1536
controller 29;74;75;1536
controller 29;74;74;1516
controller 29;74;74;1516
controller 29;73;75;1536
controller 29;73;75;1536
controller 29;73;75;1536
controller 29;72;75;1536
controller 29;72;75;1536
controller 29;72;74;1516
controller 29;72;75;1536
controller 29;71;75;1536
controller 29;71;75;1536
controller 29;71;75;1536
controller 29;71;75;1536
controller 8;85;79;404
controller 8;85;82;420
controller 8;84;81;415
controller 8;84;86;440
controller 8;84;86;440
controller 8;84;81;415
controller 8;84;81;415
controller 29;71;78;1597
controller 29;70;74;1516
controller 29;70;78;1597
controller 29;70;78;1597
controller 29;70;78;1597
controller 8;84;82;420
controller 8;84;82;420
controller 8;84;83;425
controller 8;84;83;425
controller 8;84;83;425
controller 59;91;94;120
controller 59;90;94;120
controller 59;89;95;122
controller 59;89;91;116
controller 45;61;81;1659
controller 45;61;74;1516
controller 45;61;74;1516
controller 45;61;80;1638
controller 45;61;78;1597
controller 8;83;82;420
controller 8;83;83;425
controller 8;83;83;425
controller 8;83;83;425
controller 8;83;83;425
controller 8;83;83;425
controller 8;83;83;425
controller 8;83;80;410
controller 8;83;87;445
controller 8;83;87;445
controller 8;82;86;440
controller 8;82;86;440
controller 8;82;86;440
controller 8;82;84;430
controller 8;82;85;435
controller 8;82;85;435
controller 8;81;76;389
controller 75;55;13;266
controller 75;55;13;266
controller 75;55;13;266
