controller;battery;memory_avaliable;total_memory_avaliable
controller 66;92;100;2048
controller 66;92;100;2048
controller 66;92;100;2048
controller 66;92;100;2048
controller 66;92;100;2048
controller 66;92;95;1946
controller 66;92;95;1946
controller 66;92;95;1946
controller 66;92;95;1946
controller 66;92;95;1946
controller 66;92;95;1946
controller 28;75;69;1413
controller 28;75;69;1413
controller 28;75;70;1434
controller 28;75;80;1638
controller 28;75;80;1638
controller 28;75;80;1638
controller 28;75;80;1638
controller 55;97;79;809
controller 55;97;69;707
controller 55;96;69;707
controller 15;65;53;1085
controller 15;65;59;1208
controller 15;65;59;1208
controller 15;65;59;1208
controller 15;65;59;1208
controller 66;91;88;1802
controller 66;91;88;1802
controller 66;91;88;1802
controller 66;91;85;1741
controller 66;91;85;1741
controller 93;95;88;451
controller 93;94;88;451
controller 93;94;88;451
controller 93;94;87;445
controller 28;74;84;1720
controller 28;74;84;1720
controller 28;74;84;1720
controller 5;87;74;758
controller 5;87;74;758
controller 5;87;74;758
controller 55;96;77;788
controller 55;96;82;840
controller 55;96;82;840
controller 55;96;62;635
controller 55;96;62;635
controller 55;96;83;850
controller 55;96;83;850
controller 55;96;83;850
controller 55;96;83;850
controller 55;96;83;850
controller 5;87;89;911
controller 5;87;89;911
controller 5;87;89;911
controller 5;87;88;901
controller 66;90;73;1495
controller 66;90;74;1516
controller 66;90;70;1434
controller 66;90;70;1434
controller 66;90;70;1434
controller 66;90;75;1536
controller 66;90;75;1536
controller 28;72;89;1823
controller 28;72;94;1925
controller 28;72;94;1925
controller 28;72;92;1884
controller 28;71;92;1884
controller 28;71;92;1884
controller 28;71;92;1884
controller 28;71;81;1659
controller 28;71;76;1556
controller 28;71;76;1556
controller 28;71;77;1577
controller 28;71;77;1577
controller 28;71;78;1597
controller 28;71;75;1536
controller 28;71;80;1638
controller 28;71;80;1638
controller 28;71;81;1659
controller 28;71;81;1659
controller 28;71;78;1597
controller 28;71;78;1597
controller 15;61;63;1290
controller 15;60;62;1270
controller 15;59;68;1393
controller 61;37;81;1659
controller 61;37;76;1556
controller 61;37;76;1556
controller 73;73;81;1659
controller 73;73;81;1659
controller 73;73;81;1659
controller 73;73;91;1864
controller 73;73;91;1864
controller 93;93;80;410
controller 93;93;80;410
controller 93;93;80;410
controller 93;93;89;456
controller 93;92;89;456
controller 93;92;89;456
controller 93;92;88;451
controller 93;92;68;348
controller 55;94;85;870
controller 55;94;85;870
controller 55;94;85;870
controller 55;94;81;829
controller 55;94;81;829
controller 28;69;76;1556
controller 28;69;73;1495
controller 28;69;73;1495
controller 28;69;74;1516
controller 66;89;57;1167
controller 66;88;57;1167
controller 66;88;56;1147
controller 66;88;55;1126
controller 66;88;55;1126
controller 66;88;53;1085
controller 66;88;53;1085
controller 66;88;53;1085
controller 66;87;53;1085
controller 66;87;53;1085
controller 66;87;53;1085
controller 66;87;53;1085
controller 66;87;57;1167
controller 66;87;61;1249
controller 66;87;53;1085
controller 66;87;53;1085
controller 66;87;53;1085
controller 66;87;53;1085
controller 66;87;54;1106
controller 66;87;53;1085
controller 66;87;55;1126
controller 66;87;51;1044
controller 66;86;51;1044
controller 66;86;48;983
controller 66;86;48;983
controller 66;86;48;983
controller 66;86;48;983
controller 66;86;48;983
controller 66;86;48;983
controller 66;86;45;922
controller 66;86;46;942
controller 66;86;45;922
controller 66;86;44;901
controller 66;86;41;840
controller 66;86;40;819
controller 93;91;89;456
controller 93;91;86;440
controller 93;90;86;440
controller 66;85;40;819
controller 66;85;59;1208
controller 66;85;59;1208
controller 66;85;59;1208
controller 66;85;65;1331
controller 66;85;65;1331
controller 66;85;65;1331
controller 66;85;64;1311
controller 66;85;64;1311
controller 66;85;63;1290
controller 66;85;68;1393
controller 66;85;68;1393
controller 66;84;67;1372
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;61;1249
controller 66;84;60;1229
controller 66;84;64;1311
controller 66;84;64;1311
controller 66;84;64;1311
controller 66;84;64;1311
controller 66;84;67;1372
controller 66;84;57;1167
controller 66;84;57;1167
controller 30;90;85;1741
controller 30;90;81;1659
controller 30;90;81;1659
controller 30;90;77;1577
controller 30;90;82;1679
controller 30;90;78;1597
controller 30;90;86;1761
controller 30;90;85;1741
controller 30;89;84;1720
controller 30;88;81;1659
controller 30;88;81;1659
controller 30;88;81;1659
controller 66;84;57;1167
controller 66;84;54;1106
controller 66;84;51;1044
controller 66;84;48;983
controller 66;84;47;963
controller 66;84;47;963
controller 66;84;47;963
controller 66;83;47;963
controller 66;82;47;963
controller 66;82;48;983
controller 5;82;81;829
controller 5;82;81;829
controller 5;82;70;717
controller 30;86;84;1720
controller 30;86;77;1577
controller 30;86;80;1638
controller 30;86;88;1802
controller 30;86;88;1802
controller 30;86;88;1802
controller 30;86;88;1802
controller 30;86;92;1884
controller 30;86;91;1864
controller 30;86;91;1864
controller 30;86;91;1864
controller 30;86;91;1864
controller 30;86;91;1864
controller 30;86;89;1823
controller 30;86;89;1823
controller 30;85;89;1823
controller 30;85;84;1720
controller 66;82;50;1024
controller 66;82;50;1024
controller 66;81;45;922
controller 66;81;45;922
controller 66;81;45;922
controller 66;81;45;922
controller 66;81;45;922
controller 66;81;42;860
controller 66;81;37;758
controller 66;81;37;758
controller 66;81;34;696
controller 66;81;34;696
controller 93;88;79;404
controller 93;88;81;415
controller 93;88;76;389
controller 28;62;80;1638
controller 28;62;84;1720
controller 28;62;83;1700
controller 28;62;83;1700
controller 28;62;83;1700
controller 30;82;66;1352
controller 30;82;66;1352
controller 30;82;66;1352
controller 30;82;66;1352
controller 30;82;66;1352
controller 30;82;66;1352
controller 30;82;66;1352
controller 30;82;71;1454
controller 30;82;71;1454
controller 30;82;71;1454
controller 30;82;74;1516
controller 30;82;74;1516
controller 30;82;73;1495
controller 30;82;74;1516
controller 55;87;81;829
controller 55;87;81;829
controller 55;87;81;829
controller 55;87;83;850
controller 55;87;83;850
controller 55;87;82;840
controller 55;87;79;809
controller 55;87;79;809
controller 55;87;79;809
controller 55;87;79;809
controller 55;86;80;819
controller 55;86;80;819
controller 55;86;82;840
controller 55;86;82;840
controller 55;86;82;840
controller 55;86;81;829
