controller;battery;memory_avaliable;total_memory_avaliable
controller 25;76;51;1044
controller 25;76;53;1085
controller 25;75;53;1085
controller 25;75;53;1085
controller 25;75;51;1044
controller 25;75;51;1044
controller 25;75;51;1044
controller 25;75;51;1044
controller 25;75;58;1188
controller 25;75;63;1290
controller 25;75;60;1229
controller 25;75;60;1229
controller 25;74;60;1229
controller 25;74;60;1229
controller 25;74;61;1249
controller 25;74;61;1249
controller 25;74;61;1249
controller 25;74;61;1249
controller 51;81;73;374
controller 51;81;73;374
controller 51;81;76;389
controller 23;78;79;1618
controller 23;78;79;1618
controller 23;78;78;1597
controller 23;78;78;1597
controller 23;78;78;1597
controller 23;77;78;1597
controller 25;74;77;1577
controller 25;74;77;1577
controller 25;74;78;1597
controller 25;74;78;1597
controller 25;74;78;1597
controller 25;74;77;1577
controller 25;74;82;1679
controller 25;74;82;1679
controller 25;74;82;1679
controller 25;73;82;1679
controller 25;73;74;1516
controller 21;61;82;840
controller 21;61;78;799
controller 21;61;81;829
controller 21;61;71;727
controller 51;81;92;471
controller 51;81;90;461
controller 51;80;90;461
controller 51;80;91;466
controller 51;80;89;456
controller 51;80;90;461
controller 51;80;90;461
controller 51;80;90;461
controller 51;80;89;456
controller 51;80;99;507
controller 51;80;94;481
controller 51;80;88;451
controller 23;77;98;2007
controller 23;76;98;2007
controller 23;76;98;2007
controller 51;79;89;456
controller 51;79;89;456
controller 51;79;90;461
controller 23;75;99;2028
controller 23;75;100;2048
controller 23;75;100;2048
controller 23;75;100;2048
controller 51;79;94;481
controller 51;79;92;471
controller 51;79;93;476
controller 23;75;99;2028
controller 23;75;100;2048
controller 23;74;100;2048
controller 23;74;98;2007
controller 51;78;90;461
controller 51;78;90;461
controller 51;77;83;425
controller 27;88;85;109
controller 27;88;90;115
controller 27;88;90;115
controller 51;75;87;445
controller 51;75;87;445
controller 51;75;87;445
controller 51;74;90;461
controller 27;88;88;113
controller 27;88;93;119
controller 27;88;93;119
controller 51;74;91;466
controller 51;74;91;466
controller 51;74;91;466
controller 51;74;99;507
controller 27;88;96;123
controller 27;87;94;120
controller 27;87;94;120
controller 51;74;99;507
controller 51;74;99;507
controller 51;73;99;507
controller 27;87;98;125
controller 27;87;98;125
controller 27;87;98;125
controller 27;87;98;125
controller 51;73;77;394
controller 51;73;77;394
controller 51;73;77;394
controller 27;87;91;116
controller 27;87;89;114
controller 27;87;89;114
controller 27;86;89;114
controller 51;73;72;369
controller 51;72;72;369
controller 51;72;72;369
controller 51;72;72;369
controller 51;72;69;353
controller 51;72;69;353
controller 27;86;84;108
controller 27;86;86;110
controller 27;86;71;91
controller 27;86;71;91
controller 23;72;100;2048
controller 23;72;100;2048
controller 23;72;100;2048
controller 27;85;70;90
controller 27;85;70;90
controller 27;85;73;93
controller 27;85;82;105
controller 23;71;98;2007
controller 23;70;94;1925
controller 23;70;94;1925
controller 27;85;82;105
controller 27;85;96;123
controller 27;85;94;120
controller 23;70;90;1843
controller 23;70;90;1843
controller 23;69;85;1741
controller 23;69;85;1741
controller 27;84;94;120
controller 27;84;94;120
controller 27;84;97;124
controller 23;69;94;1925
controller 23;69;96;1966
controller 23;69;95;1946
controller 27;84;99;127
controller 27;84;99;127
controller 27;84;99;127
controller 27;84;99;127
controller 23;69;95;1946
controller 23;69;92;1884
controller 23;69;92;1884
controller 27;84;95;122
controller 27;83;97;124
controller 27;83;99;127
controller 27;82;99;127
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;100;128
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;99;127
controller 27;81;98;125
controller 27;81;98;125
controller 27;81;98;125
controller 27;81;98;125
controller 27;80;98;125
controller 2;45;96;492
controller 2;45;96;492
controller 2;45;100;512
controller 23;67;86;1761
controller 23;67;86;1761
controller 23;67;87;1782
controller 51;61;27;138
controller 51;61;27;138
controller 51;61;27;138
controller 51;61;27;138
controller 51;61;27;138
controller 51;61;27;138
controller 51;61;27;138
controller 51;61;26;133
controller 51;61;26;133
controller 51;60;25;128
controller 51;60;19;97
controller 51;59;19;97
controller 51;59;14;72
controller 51;59;14;72
controller 51;59;15;77
controller 51;59;15;77
