controller;battery;memory_avaliable;total_memory_avaliable
controller 30;98;62;317
controller 30;98;59;302
controller 30;98;59;302
controller 30;98;59;302
controller 62;98;81;1659
controller 62;98;80;1638
controller 62;98;80;1638
controller 62;98;80;1638
controller 62;98;81;1659
controller 62;98;82;1679
controller 62;98;76;1556
controller 62;98;76;1556
controller 62;98;71;1454
controller 62;98;71;1454
controller 62;98;71;1454
controller 62;98;69;1413
controller 62;97;67;1372
controller 62;97;72;1475
controller 62;97;72;1475
controller 62;97;67;1372
controller 62;97;69;1413
controller 62;97;69;1413
controller 62;97;66;1352
controller 62;97;66;1352
controller 62;97;66;1352
controller 62;97;66;1352
controller 62;97;66;1352
controller 62;97;66;1352
controller 62;97;66;1352
controller 62;97;66;1352
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;58;1188
controller 62;97;72;1475
controller 62;97;72;1475
controller 62;97;73;1495
controller 62;97;73;1495
controller 62;97;73;1495
controller 62;96;73;1495
controller 62;95;73;1495
controller 62;95;73;1495
controller 62;95;73;1495
controller 62;95;73;1495
controller 62;95;77;1577
controller 62;95;76;1556
controller 62;95;76;1556
controller 62;95;76;1556
controller 62;95;76;1556
controller 62;95;86;1761
controller 62;94;89;1823
controller 62;94;90;1843
controller 62;94;90;1843
controller 62;94;90;1843
controller 62;94;90;1843
controller 62;94;90;1843
controller 62;94;90;1843
controller 62;94;90;1843
controller 62;94;90;1843
controller 62;94;87;1782
controller 62;94;87;1782
controller 62;94;87;1782
controller 62;94;98;2007
controller 62;94;98;2007
controller 62;94;98;2007
controller 31;93;83;850
controller 31;93;83;850
controller 31;93;82;840
controller 31;92;85;870
controller 31;92;85;870
controller 31;92;86;881
controller 31;92;86;881
controller 31;92;86;881
controller 31;92;86;881
controller 31;92;86;881
controller 31;92;86;881
controller 31;91;85;870
controller 31;90;66;676
controller 54;93;85;218
controller 54;92;80;205
controller 54;92;80;205
controller 54;92;80;205
controller 54;92;66;169
controller 62;92;85;1741
controller 62;92;82;1679
controller 62;91;74;1516
controller 62;91;83;1700
controller 40;67;83;850
controller 40;67;83;850
controller 40;67;79;809
controller 40;67;79;809
controller 40;67;79;809
controller 40;67;80;819
controller 40;67;80;819
controller 40;67;80;819
controller 40;67;80;819
controller 40;66;80;819
controller 40;66;80;819
controller 40;66;81;829
controller 40;66;79;809
controller 23;78;93;238
controller 23;78;93;238
controller 23;78;93;238
controller 22;72;83;425
controller 22;72;81;415
controller 22;71;78;399
controller 22;71;80;410
controller 22;71;83;425
controller 22;71;83;425
controller 22;71;83;425
controller 22;71;83;425
controller 22;70;83;425
controller 22;70;79;404
controller 22;70;79;404
controller 22;70;81;415
controller 22;70;89;456
controller 22;69;95;486
controller 54;91;85;218
controller 54;91;81;207
controller 54;91;81;207
controller 54;91;81;207
controller 54;90;81;207
controller 54;90;80;205
controller 54;90;80;205
controller 54;90;80;205
controller 54;90;80;205
controller 54;89;80;205
controller 54;89;80;205
controller 54;88;88;225
controller 54;88;88;225
controller 7;34;64;1311
controller 7;34;64;1311
controller 7;34;64;1311
controller 7;34;64;1311
controller 9;50;20;410
controller 9;50;19;389
controller 9;50;24;492
controller 9;50;24;492
controller 9;50;22;451
controller 9;50;21;430
controller 9;50;19;389
controller 94;53;80;1638
controller 94;53;81;1659
controller 94;53;81;1659
controller 31;82;91;932
controller 31;82;90;922
controller 31;82;91;932
controller 31;82;91;932
controller 31;82;91;932
controller 31;82;88;901
controller 31;82;87;891
controller 31;82;87;891
controller 31;82;87;891
controller 31;82;87;891
controller 54;86;78;200
