node 1;node 2;node 3;node 4;node 5
5.126149;6.869153;5.126149;0.0;5.954003
5.126149;31.974604;2.3756971;0.0;9.120206
5.882477;31.974604;10.201974;4.0381265;10.5984535
20.38396;31.974604;31.974604;4.0381265;9.263089
20.38396;31.974604;31.974604;7.4842534;9.263089
20.38396;31.974604;31.974604;17.939768;9.263089
31.974604;31.974604;10.275234;31.974604;2.0773523
33.04906;22.020048;2.0577152;17.081572;1.5344052
33.04906;22.020048;2.0577152;17.081572;1.5344052
33.04906;31.974604;6.596645;6.3575435;4.4729137
45.0857;31.974604;6.279616;11.357206;4.4729137
45.0857;31.974604;6.279616;31.974604;2.026427
45.0857;31.974604;6.279616;31.974604;2.026427
45.0857;6.044277;1.6970595;12.18487;7.645133
31.974604;15.527597;1.6970595;12.18487;5.4147873
11.442352;15.527597;1.6970595;12.18487;2.627828
11.442352;25.239752;0.0;12.18487;2.627828
11.442352;31.974604;0.0;3.066888;4.2093506
3.5229123;31.974604;0.0;3.066888;4.2093506
3.2846286;31.974604;0.0;3.066888;4.2093506
3.2846286;31.974604;1.5788163;3.066888;4.2093506
3.2846286;31.974604;0.0;1.2984618;4.2093506
3.2846286;31.974604;0.0;1.2984618;4.2093506
3.2846286;6.303956;0.0;3.932235;0.457543
13.966266;2.1991975;0.0;3.932235;0.0
38.243946;0.6576584;0.0;1.4741024;0.0
31.974604;0.69556427;0.0;1.4741024;0.0
31.974604;0.0;0.0;0.0;0.0
31.974604;0.0;0.0;1.9699396;0.0
38.91711;0.45425993;0.0;3.0754735;0.0
31.974604;0.45425993;0.0;0.0;0.0
31.974604;0.45425993;0.049605966;0.0;0.0
31.974604;0.45425993;0.0;0.0;0.0
20.957232;0.45425993;0.0;0.0;0.0
20.957232;0.45425993;0.0;1.8283511;0.0
20.957232;5.6237435;0.0;2.5439067;0.0
31.974604;5.6237435;0.0;0.0;0.53184867
31.974604;5.6237435;0.0;0.0;0.53184867
9.637126;1.768813;0.0;0.0;0.53184867
8.902555;1.768813;0.0;0.0;0.53184867
5.9895067;0.4588031;0.0;0.0;0.53184867
5.9895067;0.4588031;0.0;0.0;0.0
5.9895067;0.0;0.0;0.0;0.0
5.9895067;0.0;0.0;0.0;0.0
5.9895067;0.0;0.0;0.0;0.0
5.9895067;0.0;0.0;0.0;0.0
8.911819;0.0;0.0;0.0;0.0
8.911819;0.0;0.0;0.0;0.0
8.911819;0.0;0.0;0.0;0.0
8.911819;0.0;0.0;0.0;0.0
8.911819;0.0;0.0;0.0;0.0
8.911819;0.0;0.0;0.0;0.0
8.411607;0.0;0.0;0.0;0.0
8.411607;0.0;0.0;0.0;0.0
7.0898757;0.0;0.0;0.0;0.0
7.0898757;2.0951562;0.0;0.0;0.0
7.0898757;4.9577675;0.0;0.0;0.0
2.2994602;9.172674;0.0;0.0;0.0
10.084062;6.7935233;0.0;0.0;0.0
31.974604;6.7935233;0.0;0.0;0.0
31.974604;14.685331;0.0;0.0;0.0
31.974604;6.193405;0.0;0.0;0.0
31.974604;6.193405;0.0;0.0;0.0
15.61604;6.193405;0.0;0.0;0.0
8.017003;11.805174;0.0;0.0;0.0
13.7813;11.805174;0.0;0.0;0.0
13.7813;11.805174;0.0;0.0;0.0
13.7813;11.126768;0.0;0.0;0.0
4.40431;11.126768;0.0;0.0;0.0
3.106077;4.3861737;0.0;0.0;0.0
3.106077;2.5285356;0.0;0.0;0.0
3.106077;2.5285356;0.0;0.0;0.0
5.273233;2.5285356;0.0;0.0;0.0
5.273233;10.087653;0.0;0.0;0.0
5.273233;6.149028;0.0;0.0;0.0
7.3048263;6.149028;0.0;0.0;0.0
14.932392;6.149028;0.0;0.0;0.0
14.932392;7.7970486;0.0;0.0;0.0
14.932392;7.7970486;0.0;0.0;0.0
14.932392;7.7970486;0.0;0.0;0.0
14.932392;7.7970486;0.0;0.0;0.0
31.974604;1.0467442;0.0;0.0;0.0
31.974604;1.0467442;0.0;0.0;0.0
31.974604;0.44582656;0.0;0.0;0.0
31.974604;0.44582656;0.0;0.0;0.0
31.974604;0.0;0.0;0.0;0.0
5.5988526;0.0;0.0;0.0;0.0
5.5988526;0.0;0.0;0.0;0.0
3.7692218;0.0;0.0;0.0;2.4508955
