controller;round;mobility;battery;memory_avaliable;signal_strentch;processing
controller 13;1;100;84;74;13.0;100
controller 27;17;100;82;81;19.0;100
controller 32;20;100;96;75;20.0;50
controller 19;23;100;93;80;20.0;100
controller 13;26;100;81;79;18.0;100
controller 27;35;100;80;77;20.0;100
controller 32;76;100;88;75;20.0;50
controller 27;80;100;73;84;20.0;100
controller 13;111;100;75;85;19.0;100
controller 27;115;100;68;81;20.0;100
controller 19;120;100;84;93;20.0;100
controller 30;125;100;85;100;20.0;75
controller 19;134;100;84;83;18.0;100
controller 27;140;100;67;90;19.0;100
controller 32;175;100;76;61;20.0;50
controller 27;177;100;65;86;20.0;100
controller 30;230;100;77;90;20.0;75
controller 27;235;100;58;75;20.0;100
controller 50;246;100;98;77;16.0;0
controller 27;255;100;57;82;20.0;100
controller 13;260;100;63;81;15.0;100
controller 0;265;100;54;70;20.0;90
controller 32;267;100;68;81;20.0;50
controller 19;270;100;70;90;20.0;100
controller 27;272;100;56;62;20.0;100
controller 13;286;100;63;66;19.0;100
controller 27;291;100;53;85;18.0;100
controller 19;305;100;70;80;19.0;100
controller 13;307;100;62;65;16.0;100
controller 27;316;100;49;74;20.0;100
controller 13;334;100;59;91;17.0;100
controller 50;341;100;98;61;19.0;0
controller 13;355;100;56;90;20.0;100
controller 30;361;100;71;90;20.0;75
controller 19;366;100;67;98;20.0;100
controller 32;370;100;63;76;20.0;50
controller 27;373;100;43;51;20.0;100
controller 50;382;100;98;59;19.0;0
controller 53;399;100;98;51;11.0;50
controller 68;415;100;82;79;16.0;50
controller 19;421;100;60;80;20.0;100
controller 50;423;100;98;59;19.0;0
controller 53;434;100;98;54;9.0;50
controller 79;608;100;77;84;16.0;50
controller 53;714;100;98;53;9.0;50
